WORK ID	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4	SUBJECT 5	SUBJECT 6	SUBJECT 7	SUBJECT 8	SUBJECT 9
work_5799	#subject_theology								
work_5962	#subject_theology								
work_6020	#subject_sermons								
work_5721	#subject_sermons								
work_6035	#subject_sermons								
work_5824	#subject_liturgy								
work_5858	#subject_sermons								
work_6018	#subject_theology								
work_5985	#subject_sermons								
work_2653	#subject_theology								
work_5979	#subject_theology								
work_2654	#subject_theology								
work_5720	#subject_theology								
work_5693	#subject_theology								
work_5715	#subject_theology								
work_5705	#subject_theology								
work_2655	#subject_theology								
work_2656	#subject_theology								
work_5694	#subject_theology								
work_2658	#subject_theology								
work_5732	#subject_monasticism_and_religious_orders								
work_2205	#subject_theology								
work_2659	#subject_theology								
work_5990	#subject_sermons								
work_5795	#subject_sermons								
work_2660	#subject_sermons								
work_2662	#subject_sermons								
work_2674	#subject_sermons								
work_2675	#subject_sermons								
work_2663	#subject_sermons								
work_2665	#subject_sermons								
work_2666	#subject_sermons								
work_2667	#subject_sermons								
work_2661	#subject_sermons								
work_5761	#subject_bible								
work_2668	#subject_sermons								
work_2673	#subject_sermons								
work_5762	#subject_bible								
work_2669	#subject_sermons								
work_2670	#subject_sermons								
work_2671	#subject_sermons								
work_5668	#subject_sermons								
work_5713	#subject_sermons								
work_5700	#subject_sermons								
work_5852	#subject_sermons								
work_5695	#subject_sermons								
work_5859	#subject_sermons								
work_6016	#subject_sermons								
work_5691	#subject_sermons								
work_5860	#subject_sermons								
work_6046	#subject_sermons								
work_5987	#subject_sermons								
work_6025	#subject_sermons								
work_5141	#subject_sermons								
work_5724	#subject_sermons								
work_5984	#subject_sermons								
work_5983	#subject_sermons								
work_5708	#subject_sermons								
work_5714	#subject_sermons								
work_5719	#subject_sermons								
work_5718	#subject_sermons								
work_5712	#subject_sermons								
work_5699	#subject_sermons								
work_5697	#subject_sermons								
work_5704	#subject_sermons								
work_5726	#subject_sermons								
work_6036	#subject_sermons								
work_5851	#subject_sermons								
work_6044	#subject_sermons								
work_5640	#subject_sermons								
work_5872	#subject_bible								
work_6019	#subject_sermons								
work_6014	#subject_sermons								
work_5643	#subject_sermons								
work_6023	#subject_sermons								
work_5864	#subject_sermons								
work_5975	#subject_sermons								
work_5976	#subject_sermons								
work_5977	#subject_sermons								
work_5978	#subject_sermons								
work_6037	#subject_sermons								
work_5874	#subject_sermons								
work_2678	#subject_liturgy								
work_5150	#subject_sermons	#subject_hagiography							
work_5717	#subject_theology	#subject_clergy							
work_5856	#subject_theology								
work_6039	#subject_theology								
work_2657	#subject_sermons								
work_5826	#subject_sermons								
work_2680	#subject_theology								
work_2681	#subject_theology								
work_2800	#subject_science								
work_2801	#subject_law								
work_7319	#subject_philosophy								
work_2812	#subject_grammar								
work_2814	#subject_grammar								
work_4062	#subject_hagiography	#subject_christian_literature							
work_4052	#subject_hagiography	#subject_christian_literature							
work_4060	#subject_hagiography	#subject_christian_literature							
work_2826	#subject_sermons								
work_2600	#subject_medicine								
work_2857	#subject_medicine								
work_2791	#subject_law								
work_2792	#subject_law								
work_2795	#subject_law								
work_2796	#subject_law								
work_64	#subject_theology								
work_2466	#subject_theology								
work_2470	#subject_theology								
work_2467	#subject_theology								
work_2468	#subject_theology								
work_2469	#subject_theology								
work_7280	#subject_philosophy								
work_7279	#subject_philosophy								
work_2214	#subject_law								
work_2807	#subject_history								
work_1775	#subject_theology								
work_2465	#subject_law								
work_2544	#subject_monasticism_and_religious_orders								
work_1789	#subject_sermons								
work_2545	#subject_theology								
work_2827	#subject_medicine								
work_2559	#subject_grammar								
work_2828	#subject_grammar								
work_2829	#subject_liturgy	#subject_clergy							
work_2560	#subject_grammar								
work_2561	#subject_grammar								
work_2830	#subject_hagiography								
work_2831	#subject_classical_literature								
work_2832	#subject_rhetoric								
work_2833	#subject_rhetoric								
work_2834	#subject_grammar								
work_2835	#subject_history								
work_2843	#subject_magic								
work_6348	#subject_literature								
work_2847	#subject_philosophy								
work_2848	#subject_philosophy								
work_2849	#subject_hagiography								
work_2855	#subject_music								
work_2856	#subject_music								
work_2773	#subject_sermons								
work_2775	#subject_philosophy								
work_2776	#subject_sermons								
work_2780	#subject_theology								
work_2781	#subject_sermons								
work_6064	#subject_history								
work_2862	#subject_hagiography								
work_6107	#subject_hagiography								
work_12456	#subject_law								
work_12457	#subject_law								
work_2867	#subject_christian_literature								
work_2868	#subject_sermons								
work_2869	#subject_sermons								
work_6290	#subject_sermons								
work_2863	#subject_history								
work_4063	#subject_science								
work_4064	#subject_science								
work_2865	#subject_science								
work_2866	#subject_science								
work_2872	#subject_history	#subject_literature							
work_5854	#subject_sermons								
work_1530	#subject_history								
work_2873	#subject_history								
work_2875	#subject_history								
work_2874	#subject_history								
work_12450	#subject_history								
work_17131	#subject_law								
work_12451	#subject_law								
work_12452	#subject_law								
work_2881	#subject_history								
work_2283	#subject_literature								
work_2282	#subject_literature								
work_2286	#subject_rhetoric								
work_12455	#subject_law								
work_2888	#subject_law								
work_2889	#subject_law								
work_2890	#subject_law								
work_2891	#subject_law								
work_2892	#subject_law								
work_2893	#subject_law								
work_12396	#subject_law								
work_2894	#subject_law								
work_2895	#subject_law								
work_2887	#subject_history								
work_4065	#subject_theology								
work_2896	#subject_literature								
work_2287	#subject_bible								
work_12458	#subject_science								
work_1971	#subject_monasticism_and_religious_orders								
work_2717	#subject_clergy								
work_12459	#subject_literature								
work_4258	#subject_philosophy								
work_7046	#subject_theology								
work_7246	#subject_philosophy								
work_7276	#subject_philosophy								
work_7035	#subject_theology								
work_4395	#subject_philosophy								
work_7039	#subject_philosophy								
work_7047	#subject_theology								
work_4396	#subject_philosophy								
work_6204	#subject_grammar								
work_7044	#subject_theology								
work_7111	#subject_theology								
work_4397	#subject_philosophy								
work_1373	#subject_bible								
work_435	#subject_medicine								
work_438	#subject_philosophy								
work_439	#subject_philosophy								
work_436	#subject_philosophy								
work_440	#subject_science								
work_437	#subject_science								
work_441	#subject_philosophy								
work_12460	#subject_literature								
work_12462	#subject_literature								
work_12901	#subject_hagiography								
work_12463	#subject_literature								
work_1995	#subject_monasticism_and_religious_orders								
work_2494	#subject_theology								
work_12467	#subject_literature								
work_12468	#subject_literature								
work_1996	#subject_history								
work_4009	#subject_history								
work_3461	#subject_sermons								
work_1301	#subject_monasticism_and_religious_orders								
work_1308	#subject_theology								
work_1307	#subject_theology								
work_12469	#subject_liturgy								
work_12470	#subject_theology								
work_4739	#subject_philosophy								
work_3331	#subject_science								
work_3332	#subject_science								
work_17129	#subject_law								
work_17130	#subject_law								
work_12471	#subject_liturgy	#subject_music							
work_12472	#subject_liturgy								
work_12473	#subject_liturgy								
work_16276	#subject_conduct								
work_12475	#subject_literature								
work_12476	#subject_literature								
work_12477	#subject_literature								
work_12478	#subject_law								
work_12479	#subject_law								
work_12480	#subject_history	#subject_literature							
work_12481	#subject_bible								
work_12482	#subject_literature								
work_3375	#subject_literature								
work_16324	#subject_history								
work_12483	#subject_literature	#subject_literature							
work_555	#subject_literature								
work_17013	#subject_history								
work_12484	#subject_monasticism_and_religious_orders								
work_3013	#subject_classical_literature								
work_2907	#subject_theology								
work_2908	#subject_theology								
work_2909	#subject_theology								
work_2910	#subject_theology								
work_2911	#subject_theology								
work_2912	#subject_theology								
work_1695	#subject_grammar								
work_2343	#subject_christian_literature								
work_12490	#subject_literature								
work_12491	#subject_literature								
work_12492	#subject_literature								
work_12493	#subject_literature								
work_12495	#subject_literature								
work_12494	#subject_literature								
work_12496	#subject_literature								
work_12497	#subject_literature								
work_12498	#subject_documents								
work_12499	#subject_documents								
work_12500	#subject_documents								
work_2224	#subject_documents								
work_2495	#subject_documents								
work_2913	#subject_law								
work_2914	#subject_theology								
work_2915	#subject_grammar								
work_2916	#subject_medicine								
work_5016	#subject_christian_literature								
work_7432	#subject_theology								
work_4622	#subject_grammar	#subject_theology	#subject_bible						
work_4621	#subject_bible								
work_4610	#subject_bible								
work_4611	#subject_bible								
work_4612	#subject_bible								
work_7372	#subject_bible								
work_4613	#subject_bible								
work_4614	#subject_bible								
work_4615	#subject_bible								
work_4616	#subject_bible								
work_4617	#subject_bible								
work_4618	#subject_bible								
work_4619	#subject_bible								
work_4620	#subject_theology								
work_7379	#subject_sermons								
work_4126	#subject_theology								
work_1922	#subject_theology								
work_12501	#subject_natural_history								
work_12502	#subject_natural_history								
work_12503	#subject_natural_history								
work_12504	#subject_natural_history								
work_12505	#subject_natural_history								
work_12506	#subject_natural_history								
work_2919	#subject_politics_and_government								
work_1313	#subject_rhetoric								
work_1314	#subject_history								
work_2799	#subject_grammar								
work_16058	#subject_geography								
work_7374	#subject_theology								
work_7107	#subject_bible								
work_12507	#subject_grammar								
work_12508	#subject_grammar								
work_12509	#subject_grammar								
work_12510	#subject_grammar								
work_12511	#subject_grammar								
work_12512	#subject_grammar								
work_12513	#subject_grammar								
work_1162	#subject_politics_and_government	#subject_natural_history							
work_1163	#subject_politics_and_government	#subject_natural_history							
work_1164	#subject_politics_and_government	#subject_natural_history							
work_12515	#subject_liturgy								
work_2924	#subject_theology								
work_2927	#subject_science								
work_2931	#subject_history	#subject_bible							
work_2932	#subject_hagiography								
work_2921	#subject_rhetoric								
work_2930	#subject_rhetoric								
work_4262	#subject_philosophy								
work_4259	#subject_philosophy								
work_4260	#subject_theology	#subject_classical_literature							
work_4261	#subject_christian_literature								
work_12516	#subject_law								
work_12517	#subject_law								
work_12518	#subject_law								
work_12519	#subject_law								
work_2998	#subject_christian_literature								
work_2929	#subject_rhetoric								
work_12520	#subject_law								
work_12522	#subject_law								
work_12521	#subject_law								
work_12523	#subject_law								
work_12524	#subject_theology								
work_2379	#subject_history								
work_12525	#subject_heraldry								
work_12526	#subject_literature	#subject_history							
work_12527	#subject_literature								
work_12528	#subject_geography								
work_12529	#subject_science	#subject_philosophy							
work_12530	#subject_science								
work_12532	#subject_literature								
work_12535	#subject_documents								
work_12536	#subject_documents								
work_12537	#subject_documents								
work_12538	#subject_documents								
work_12539	#subject_documents								
work_12540	#subject_documents								
work_12541	#subject_documents								
work_12542	#subject_documents								
work_12543	#subject_documents								
work_12544	#subject_documents								
work_12545	#subject_documents								
work_12546	#subject_documents								
work_12547	#subject_documents								
work_12548	#subject_documents								
work_12549	#subject_documents								
work_12550	#subject_documents								
work_12551	#subject_documents								
work_12552	#subject_documents								
work_12554	#subject_liturgy								
work_12555	#subject_liturgy								
work_12556	#subject_liturgy								
work_12557	#subject_liturgy								
work_12558	#subject_liturgy								
work_12559	#subject_liturgy								
work_12561	#subject_liturgy								
work_12562	#subject_liturgy								
work_12563	#subject_liturgy								
work_12564	#subject_liturgy								
work_12565	#subject_liturgy								
work_12566	#subject_liturgy								
work_12567	#subject_liturgy								
work_12568	#subject_documents	#subject_theology							
work_12569	#subject_documents	#subject_law							
work_12570	#subject_law	#subject_theology							
work_12571	#subject_law	#subject_theology							
work_12572	#subject_law								
work_12573	#subject_law								
work_12574	#subject_law								
work_12575	#subject_law								
work_12576	#subject_documents	#subject_law							
work_12577	#subject_law								
work_12578	#subject_law								
work_12579	#subject_law								
work_12580	#subject_law								
work_12581	#subject_law								
work_12582	#subject_documents								
work_12583	#subject_law	#subject_history	#subject_documents						
work_12584	#subject_law								
work_12585	#subject_law								
work_12596	#subject_law								
work_12586	#subject_law								
work_12587	#subject_law								
work_12588	#subject_law								
work_12589	#subject_documents	#subject_law							
work_12592	#subject_law								
work_12593	#subject_law								
work_12594	#subject_law								
work_12597	#subject_law								
work_12598	#subject_law								
work_12591	#subject_law								
work_12590	#subject_law								
work_12595	#subject_law								
work_12600	#subject_hagiography								
work_12599	#subject_bible								
work_12602	#subject_bible								
work_12604	#subject_hagiography	#subject_history							
work_12605	#subject_liturgy								
work_12606	#subject_liturgy								
work_12607	#subject_liturgy								
work_12608	#subject_history								
work_12609	#subject_sermons	#subject_liturgy							
work_12612	#subject_hagiography								
work_12610	#subject_hagiography	#subject_hagiography	#subject_theology						
work_12613	#subject_law								
work_12614	#subject_law								
work_12615	#subject_law								
work_4812	#subject_literature	#subject_history							
work_2302	#subject_christian_literature								
work_2933	#subject_law								
work_11710	#subject_bible								
work_7406	#subject_bible								
work_4597	#subject_sermons								
work_2942	#subject_sermons								
work_2939	#subject_sermons								
work_5657	#subject_history								
work_2943	#subject_history								
work_2944	#subject_history								
work_1533	#subject_science								
work_2969	#subject_theology								
work_2970	#subject_theology								
work_2971	#subject_theology								
work_2972	#subject_theology								
work_5878	#subject_sermons								
work_6038	#subject_sermons								
work_5698	#subject_sermons								
work_12617	#subject_literature								
work_12618	#subject_literature								
work_12620	#subject_law								
work_12621	#subject_liturgy								
work_2973	#subject_hagiography								
work_3750	#subject_classical_literature								
work_3751	#subject_rhetoric								
work_12622	#subject_documents								
work_12623	#subject_documents								
work_12624	#subject_documents								
work_12625	#subject_documents								
work_12626	#subject_documents								
work_12627	#subject_documents								
work_12628	#subject_documents								
work_12629	#subject_documents								
work_12630	#subject_documents								
work_12631	#subject_documents								
work_12632	#subject_documents								
work_12633	#subject_documents								
work_12639	#subject_documents								
work_12634	#subject_documents								
work_17125	#subject_documents								
work_12635	#subject_documents								
work_12636	#subject_documents								
work_12637	#subject_documents								
work_12638	#subject_documents								
work_12640	#subject_documents								
work_12641	#subject_documents								
work_12642	#subject_documents								
work_12643	#subject_literature	#subject_documents							
work_12644	#subject_documents	#subject_literature							
work_12645	#subject_documents								
work_12646	#subject_documents								
work_12647	#subject_documents								
work_12648	#subject_documents								
work_12649	#subject_documents								
work_12650	#subject_documents								
work_12651	#subject_documents								
work_12652	#subject_documents								
work_12653	#subject_documents								
work_12654	#subject_documents								
work_12655	#subject_documents								
work_12656	#subject_documents								
work_12657	#subject_documents								
work_12658	#subject_documents								
work_12659	#subject_documents								
work_12660	#subject_documents								
work_12661	#subject_christian_literature								
work_12662	#subject_documents								
work_12663	#subject_documents								
work_12664	#subject_documents								
work_12665	#subject_documents								
work_12666	#subject_documents								
work_12667	#subject_documents								
work_12668	#subject_documents								
work_12669	#subject_documents								
work_12670	#subject_documents								
work_12671	#subject_documents								
work_12673	#subject_documents								
work_12672	#subject_documents								
work_12674	#subject_documents								
work_12675	#subject_documents								
work_12677	#subject_documents								
work_12678	#subject_documents								
work_12679	#subject_documents								
work_12680	#subject_documents								
work_12681	#subject_documents								
work_12682	#subject_documents								
work_12683	#subject_documents								
work_12684	#subject_documents								
work_12685	#subject_documents								
work_12676	#subject_documents								
work_12686	#subject_documents	#subject_medicine							
work_12687	#subject_documents								
work_12688	#subject_documents								
work_12689	#subject_documents								
work_12690	#subject_documents								
work_12691	#subject_documents								
work_12692	#subject_documents								
work_12693	#subject_documents								
work_12694	#subject_documents								
work_12695	#subject_documents								
work_12696	#subject_documents								
work_12697	#subject_documents								
work_12698	#subject_documents								
work_12699	#subject_documents								
work_12700	#subject_documents								
work_12703	#subject_monasticism_and_religious_orders								
work_12702	#subject_theology								
work_1354	#subject_history								
work_12704	#subject_documents								
work_12705	#subject_documents								
work_12706	#subject_documents								
work_12707	#subject_documents								
work_12708	#subject_documents								
work_12709	#subject_documents								
work_12710	#subject_documents								
work_12711	#subject_documents								
work_12712	#subject_documents								
work_12713	#subject_documents								
work_12714	#subject_documents								
work_12715	#subject_documents								
work_12716	#subject_documents								
work_12717	#subject_documents								
work_12718	#subject_documents								
work_12720	#subject_documents								
work_12721	#subject_documents								
work_12722	#subject_documents								
work_12719	#subject_documents								
work_12723	#subject_documents								
work_12724	#subject_documents								
work_12725	#subject_documents								
work_12726	#subject_documents								
work_12727	#subject_monasticism_and_religious_orders								
work_12728	#subject_documents								
work_12729	#subject_documents								
work_12730	#subject_documents	#subject_literature							
work_12731	#subject_documents	#subject_literature							
work_12732	#subject_literature	#subject_documents							
work_12733	#subject_documents								
work_12734	#subject_documents								
work_12736	#subject_clergy	#subject_documents							
work_12737	#subject_clergy								
work_12738	#subject_documents	#subject_monasticism_and_religious_orders							
work_12735	#subject_documents								
work_12739	#subject_documents								
work_12740	#subject_rhetoric								
work_12741	#subject_hagiography								
work_12743	#subject_documents								
work_12744	#subject_documents								
work_12745	#subject_hagiography	#subject_history							
work_12746	#subject_theology								
work_17115	#subject_law								
work_12747	#subject_documents								
work_12748	#subject_documents								
work_12749	#subject_bible								
work_12750	#subject_literature								
work_12751	#subject_literature								
work_12752	#subject_clergy								
work_12754	#subject_documents								
work_12755	#subject_clergy								
work_12757	#subject_documents	#subject_law							
work_12758	#subject_documents								
work_12759	#subject_documents								
work_12760	#subject_documents								
work_12761	#subject_documents								
work_12762	#subject_documents								
work_12763	#subject_documents								
work_12764	#subject_documents								
work_12767	#subject_documents	#subject_monasticism_and_religious_orders							
work_12766	#subject_documents								
work_12768	#subject_documents								
work_12770	#subject_documents								
work_12771	#subject_documents								
work_12742	#subject_literature								
work_12756	#subject_rhetoric								
work_12765	#subject_literature								
work_16277	#subject_medicine								
work_12773	#subject_grammar								
work_12775	#subject_grammar								
work_12774	#subject_grammar	#subject_rhetoric	#subject_science	#subject_theology					
work_17023	#subject_theology	#subject_bible							
work_12778	#subject_grammar								
work_12779	#subject_grammar								
work_12780	#subject_grammar								
work_12777	#subject_grammar	#subject_bible							
work_16365	#subject_grammar								
work_3151	#subject_sermons								
work_16072	#subject_literature								
work_12781	#subject_christian_literature								
work_2975	#subject_rhetoric								
work_2976	#subject_rhetoric								
work_53	#subject_rhetoric								
work_2977	#subject_rhetoric								
work_70	#subject_rhetoric								
work_2979	#subject_rhetoric								
work_2980	#subject_rhetoric								
work_2981	#subject_rhetoric								
work_145	#subject_rhetoric								
work_5157	#subject_rhetoric								
work_171	#subject_rhetoric								
work_2982	#subject_rhetoric								
work_154	#subject_rhetoric								
work_163	#subject_rhetoric								
work_12783	#subject_history								
work_12784	#subject_science								
work_12785	#subject_theology								
work_12786	#subject_grammar								
work_12787	#subject_science								
work_12788	#subject_liturgy								
work_12789	#subject_science	#subject_liturgy							
work_12790	#subject_theology								
work_12791	#subject_medicine								
work_12792	#subject_medicine								
work_16197	#subject_theology								
work_12794	#subject_science								
work_12795	#subject_hagiography								
work_17103	#subject_theology								
work_12796	#subject_monasticism_and_religious_orders								
work_12797	#subject_grammar								
work_12798	#subject_sermons								
work_12799	#subject_literature	#subject_theology							
work_12800	#subject_history								
work_16325	#subject_bible								
work_12801	#subject_liturgy								
work_12802	#subject_bible								
work_12803	#subject_science								
work_12804	#subject_christian_literature	#subject_hagiography	#subject_hagiography						
work_12805	#subject_natural_history								
work_12806	#subject_science								
work_12807	#subject_grammar								
work_12808	#subject_science								
work_17040	#subject_theology	#subject_theology	#subject_theology						
work_12809	#subject_history								
work_16010	#subject_clergy								
work_12811	#subject_theology								
work_12813	#subject_law								
work_12814	#subject_clergy								
work_11031	#subject_liturgy								
work_12815	#subject_science								
work_12816	#subject_monasticism_and_religious_orders	#subject_bibliography							
work_12817	#subject_bibliography								
work_12818	#subject_literature								
work_2497	#subject_magic								
work_2974	#subject_bible								
work_16188	#subject_hagiography								
work_16186	#subject_hagiography								
work_12820	#subject_hagiography	#subject_hagiography							
work_16093	#subject_hagiography								
work_16123	#subject_hagiography								
work_16178	#subject_hagiography								
work_16019	#subject_hagiography								
work_12822	#subject_bible								
work_16200	#subject_bible	#subject_christian_literature							
work_12824	#subject_history								
work_12827	#subject_hagiography								
work_12830	#subject_hagiography								
work_12829	#subject_hagiography								
work_16203	#subject_hagiography								
work_12831	#subject_history								
work_12832	#subject_hagiography								
work_16134	#subject_hagiography								
work_16082	#subject_hagiography								
work_17126	#subject_history								
work_12834	#subject_hagiography								
work_12835	#subject_hagiography								
work_12836	#subject_hagiography								
work_16207	#subject_hagiography								
work_16149	#subject_hagiography								
work_16158	#subject_hagiography								
work_16142	#subject_hagiography								
work_16166	#subject_hagiography								
work_12826	#subject_hagiography								
work_16151	#subject_hagiography								
work_12850	#subject_hagiography								
work_16124	#subject_hagiography								
work_16161	#subject_hagiography								
work_16094	#subject_hagiography								
work_16121	#subject_hagiography								
work_17085	#subject_hagiography								
work_16125	#subject_hagiography								
work_16144	#subject_hagiography								
work_16129	#subject_hagiography								
work_16095	#subject_hagiography								
work_16136	#subject_hagiography								
work_12877	#subject_hagiography								
work_17089	#subject_hagiography								
work_12886	#subject_hagiography								
work_12888	#subject_hagiography								
work_16022	#subject_hagiography								
work_16180	#subject_hagiography								
work_16191	#subject_hagiography								
work_16015	#subject_hagiography								
work_12893	#subject_hagiography								
work_12894	#subject_hagiography								
work_16182	#subject_hagiography								
work_16133	#subject_hagiography								
work_12899	#subject_hagiography								
work_16096	#subject_hagiography								
work_16157	#subject_hagiography								
work_16159	#subject_hagiography								
work_17087	#subject_hagiography								
work_16090	#subject_hagiography								
work_16206	#subject_hagiography								
work_16208	#subject_hagiography								
work_16040	#subject_hagiography								
work_16156	#subject_hagiography								
work_16268	#subject_hagiography								
work_16162	#subject_hagiography								
work_16147	#subject_hagiography								
work_16104	#subject_hagiography								
work_16112	#subject_hagiography								
work_16183	#subject_hagiography								
work_16135	#subject_hagiography								
work_12907	#subject_hagiography								
work_12909	#subject_hagiography								
work_12837	#subject_hagiography								
work_12838	#subject_hagiography								
work_12839	#subject_hagiography								
work_12840	#subject_hagiography								
work_12841	#subject_hagiography								
work_12842	#subject_hagiography								
work_12843	#subject_hagiography								
work_12844	#subject_hagiography								
work_12845	#subject_hagiography								
work_12848	#subject_hagiography								
work_12849	#subject_hagiography								
work_12851	#subject_hagiography								
work_12852	#subject_hagiography								
work_12853	#subject_hagiography								
work_12854	#subject_hagiography								
work_12855	#subject_hagiography								
work_12856	#subject_hagiography								
work_12857	#subject_hagiography								
work_12911	#subject_literature	#subject_hagiography							
work_12858	#subject_hagiography								
work_12859	#subject_hagiography								
work_12860	#subject_hagiography								
work_12861	#subject_hagiography								
work_12862	#subject_hagiography								
work_12863	#subject_hagiography								
work_12864	#subject_hagiography								
work_12865	#subject_hagiography								
work_12866	#subject_hagiography								
work_12867	#subject_hagiography								
work_12868	#subject_hagiography								
work_12869	#subject_hagiography								
work_12871	#subject_hagiography								
work_12870	#subject_hagiography								
work_12873	#subject_hagiography								
work_12874	#subject_hagiography								
work_12875	#subject_hagiography								
work_12876	#subject_hagiography								
work_12878	#subject_literature	#subject_hagiography							
work_12883	#subject_hagiography								
work_12846	#subject_hagiography								
work_16338	#subject_hagiography								
work_12847	#subject_hagiography								
work_12884	#subject_hagiography								
work_12885	#subject_hagiography								
work_12887	#subject_hagiography								
work_12890	#subject_hagiography								
work_12891	#subject_hagiography								
work_12896	#subject_hagiography								
work_12897	#subject_hagiography								
work_12892	#subject_hagiography								
work_12898	#subject_hagiography								
work_12900	#subject_hagiography								
work_12902	#subject_hagiography								
work_16018	#subject_hagiography								
work_12903	#subject_hagiography								
work_12904	#subject_hagiography								
work_12905	#subject_hagiography								
work_12906	#subject_hagiography								
work_12908	#subject_hagiography								
work_16128	#subject_hagiography								
work_12828	#subject_hagiography								
work_12912	#subject_hagiography								
work_12913	#subject_hagiography	#subject_hagiography							
work_12914	#subject_hagiography								
work_12915	#subject_hagiography								
work_12916	#subject_hagiography								
work_12821	#subject_hagiography	#subject_hagiography	#subject_liturgy						
work_17088	#subject_hagiography								
work_3689	#subject_history								
work_5017	#subject_magic	#subject_hagiography							
work_5018	#subject_science								
work_3060	#subject_science								
work_12918	#subject_grammar	#subject_theology							
work_7179	#subject_indexes								
work_12919	#subject_documents								
work_12983	#subject_sermons								
work_12993	#subject_indexes								
work_12920	#subject_documents								
work_12921	#subject_documents								
work_12923	#subject_documents								
work_12924	#subject_bibliography								
work_12925	#subject_heraldry								
work_12926	#subject_documents	#subject_clergy							
work_12927	#subject_documents	#subject_clergy							
work_12928	#subject_bibliography								
work_12929	#subject_bible								
work_12930	#subject_law								
work_12931	#subject_documents	#subject_clergy							
work_12932	#subject_documents								
work_12934	#subject_documents	#subject_monasticism_and_religious_orders							
work_12935	#subject_documents								
work_12936	#subject_history								
work_12937	#subject_law								
work_12938	#subject_documents	#subject_literature							
work_12940	#subject_documents								
work_12942	#subject_documents								
work_12943	#subject_history								
work_12944	#subject_monasticism_and_religious_orders								
work_12945	#subject_documents								
work_12946	#subject_documents								
work_12948	#subject_medicine								
work_12949	#subject_documents								
work_12950	#subject_documents								
work_12952	#subject_documents								
work_12953	#subject_documents								
work_12954	#subject_documents								
work_12955	#subject_documents								
work_12956	#subject_documents								
work_12957	#subject_christian_literature								
work_12958	#subject_documents								
work_12959	#subject_documents								
work_12960	#subject_documents								
work_12961	#subject_documents								
work_12962	#subject_clergy	#subject_history							
work_12963	#subject_history	#subject_clergy							
work_12964	#subject_documents								
work_12965	#subject_documents								
work_12966	#subject_documents								
work_12967	#subject_documents								
work_12968	#subject_documents								
work_12969	#subject_documents								
work_12970	#subject_history								
work_12972	#subject_documents								
work_12973	#subject_documents								
work_12974	#subject_documents								
work_12976	#subject_documents								
work_12975	#subject_documents								
work_12977	#subject_documents								
work_12978	#subject_documents								
work_12979	#subject_history								
work_12980	#subject_medicine								
work_12981	#subject_clergy								
work_12982	#subject_monasticism_and_religious_orders								
work_12984	#subject_literature								
work_12985	#subject_clergy								
work_17038	#subject_law								
work_12986	#subject_history								
work_12987	#subject_history								
work_12988	#subject_grammar								
work_12989	#subject_medicine								
work_12990	#subject_documents								
work_12922	#subject_history	#subject_clergy							
work_12951	#subject_philosophy								
work_12991	#subject_theology								
work_12992	#subject_documents								
work_12994	#subject_documents								
work_12998	#subject_bibliography								
work_12999	#subject_indexes								
work_13000	#subject_history								
work_13002	#subject_documents								
work_13003	#subject_documents								
work_13004	#subject_documents								
work_13005	#subject_documents								
work_13006	#subject_sermons								
work_12996	#subject_history	#subject_clergy							
work_12997	#subject_clergy	#subject_history							
work_13007	#subject_history								
work_13008	#subject_liturgy								
work_13009	#subject_liturgy								
work_13010	#subject_literature								
work_13011	#subject_literature								
work_13012	#subject_literature								
work_13013	#subject_literature								
work_13014	#subject_literature								
work_13015	#subject_literature								
work_13016	#subject_literature								
work_13017	#subject_literature								
work_13018	#subject_literature								
work_13019	#subject_literature								
work_13020	#subject_literature								
work_13021	#subject_literature								
work_13022	#subject_literature								
work_13023	#subject_literature	#subject_rhetoric							
work_13024	#subject_literature								
work_13025	#subject_documents								
work_4813	#subject_law								
work_13027	#subject_liturgy	#subject_theology							
work_13028	#subject_liturgy								
work_13029	#subject_liturgy								
work_13030	#subject_liturgy	#subject_music							
work_13031	#subject_sermons	#subject_liturgy							
work_13032	#subject_liturgy								
work_13034	#subject_liturgy								
work_13038	#subject_liturgy								
work_13037	#subject_liturgy								
work_13036	#subject_liturgy								
work_13039	#subject_liturgy	#subject_christian_literature	#subject_christian_literature						
work_13041	#subject_liturgy								
work_13042	#subject_liturgy								
work_13044	#subject_hagiography	#subject_hagiography							
work_13045	#subject_bible								
work_13046	#subject_history								
work_13047	#subject_monasticism_and_religious_orders								
work_13048	#subject_hagiography								
work_13049	#subject_hagiography								
work_13051	#subject_hagiography								
work_13052	#subject_history								
work_13053	#subject_history	#subject_monasticism_and_religious_orders							
work_13054	#subject_hagiography								
work_13056	#subject_hagiography								
work_14476	#subject_hagiography								
work_13058	#subject_hagiography								
work_13059	#subject_hagiography								
work_13060	#subject_hagiography	#subject_monasticism_and_religious_orders							
work_13061	#subject_hagiography	#subject_sermons							
work_13062	#subject_hagiography								
work_13063	#subject_hagiography								
work_13064	#subject_hagiography								
work_13065	#subject_literature	#subject_hagiography							
work_13066	#subject_hagiography								
work_13067	#subject_hagiography								
work_13068	#subject_hagiography								
work_13069	#subject_hagiography								
work_13070	#subject_hagiography								
work_13071	#subject_hagiography								
work_13073	#subject_hagiography								
work_13050	#subject_monasticism_and_religious_orders								
work_13074	#subject_documents								
