metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
MS_Junius_25_hand_1,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part A (fols. 2–59v),MS_Junius_25-part1,"Pre-Caroline Minuscule. (Bischoff, II, no. 3799).",,,,,,,,,,,,,,,,,minuscule,,,,,,,,,,,,
MS_Junius_25_hand_2,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part B (fols. 60–86),MS_Junius_25-part3,At least two different hands writing in Caroline minuscule.,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_25_hand_3,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part C (fols. 87–107),MS_Junius_25-part4,"Pre-Caroline minuscule. (Bischoff, II, no. 3801)",,,,,,,,,,,,,,,,,minuscule,,,,,,,,,,,,
MS_Junius_25_hand_4,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part D (fols. 108–115),MS_Junius_25-part5,"Pre-Caroline minuscule. (Bischoff, II, no. 3802)",,,,,,,,,,,,,,,,,minuscule,,,,,,,,,,,,
MS_Junius_25_hand_5,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part F (fols. 122–129),MS_Junius_25-part7,"Caroline minuscule. Fol. 122v attributed by Bischoff (II, no. 3803) to Reginbert of Reichenau.",,,,Reginbert of Reichenau,person_52122993,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_25_hand_6,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part G (fols. 130–133),MS_Junius_25-part8,Caroline minuscule,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_25_hand_7,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part H (fols. 134–151),MS_Junius_25-part9,"Caroline minuscule, several hands.",,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_25_hand_8,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part I (fols. 152–157),MS_Junius_25-part10,Caroline minuscule,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_25_hand_9,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part J (fols. 158–193),MS_Junius_25-part11,Caroline minuscule,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_27_hand_1,manuscript_6322,Junius,MS_Junius_27,MS. Junius 27,manuscript,,MS_Junius_27,"Square Anglo-Saxon minuscule; brown ink. ‘The Latin text is in a rather stiff square Anglo-Saxon minuscule, resembling that in the Parker chronicle, fols. 16v– 25v. The OE is in much smaller script, but may be by the same hand’ (Ker, 1957, p. 409). The Latin hand closely resembles that of two other manuscripts attributed by Ker to Winchester, the ‘Tollemache Orosius’ and the Læceboc, London, British Library, Royal MS. 12 D. XVII (Campbell, 1953, pp. 16–17), as well as that of the metrical calendar added to the ‘Æthelstan Psalter’ (Parkes, 1976).",,,,,,,,,,,,,,,,,minusculeVernacular,,,,,,,,,,,,
MS_Junius_29_hand_1,manuscript_6323,Junius,MS_Junius_29,MS. Junius 29,manuscript,,MS_Junius_29,"textura; the work of several scribes; the spacing of letters and the appearance of script often change (e.g., end of the second column on fol. 65r; second column on fol. 70r)",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Junius_83_hand_1,manuscript_6326,Junius,MS_Junius_83,MS. Junius 83,part,MS. Junius 83 – Part A (fols. 1–19),MS_Junius_83-part1,"Textualis; Braekman and Gysseling distinguish the hands as follows: (A) fols. 1v-2v, main text of 4r-9v, 10v-11r; (B) additions to the calendar on 3 Jan. and in the margins, and fol. 10r; (C) addition to the calendar (St Dominic) and the ordinal, fol. 10r; (D) the Middle Dutch additions, February to May and October to December; (E) Middle Dutch, June to September; (F) Middle Dutch, some of the text for May; (G) (early 14th century) minor additions on fols. 1r and 71v and calendar, 20 Dec.; (H) fol. 12r, table for 1316–1345; (I) fols. 12v-19v, table for 1346–1783, and text on fol. 19v.",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Junius_83_hand_2,manuscript_6326,Junius,MS_Junius_83,MS. Junius 83,part,MS. Junius 83 – Part B (fols. 20–71),MS_Junius_83-part2,Textualis.,,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Junius_121_hand_1,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 1. Fols 5–137 Ker describes this as a Worcester script; this hand is also found in other Worcester manuscripts including CCCC 178 (1957, p. 417: see also item 41). The 'possible change of hand' on fol. 111 seems to be simply a thicker pen, although ð is slightly different; the overall appearance is similar to Hand 2. same occasional high a The shape of the second element of æ is influenced by the letter which succeeds it. e is round-backed or horned depending on its place in the word and the following letter. Wide tail on g . s is slightly wedgier. The descender of þ is notched. Most ascenders except that of þ are clubbed, but some ascenders have wedged clubs and some are wedged; for example, on h and b , in English and Latin. Some erasures, some additions: found throughout the manuscript. gesƿraecan Added interlinearly. The colour of the added letter a is paler than the main text. It might have been added at a later stage.",11.0,,EM.SC.0253,,,major,1.0,Fols 5–137,5.0,137.0,,,,,,,minusculeVernacular,,,,,,ð a æ e g s þ h b,,,,,,
MS_Junius_121_hand_2,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 2. Fols 1v–2v This is very like the main hand; in fact, since the first folios are in Latin and much of Hand 1 is written in Old English, the two are not always directly comparable. Where Hand 1 writes in Latin there are similar features: some mixing of clubs and wedges; slant on Caroline h , wedgy p , wide open g . Some letters are distinct enough to suggest that these are two separate hands: more of a wedge on long s has a long descender in this hand. x has a long descender in this hand.",11.0,,EM.SC.0274,,,minor,1.0,Fols 1v–2v,1v,2v,,,,,,,minusculeVernacular,,,,,,h p g s x,,,,,,
MS_Junius_121_hand_3,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 3. Fols 148v/10–22; 150r; 150v/16–151r; 152r–3v; 154r/17–154v/12 This hand is angular and upright, the letters are quite narrow, it is possibly the hand of Hemming ( Ker 1948, p. 417). The top of e in æ is very high. d has a very short and tiny ascender. g has an open bowl. h has very tiny feet. Long s is sometimes almost flat-topped. The orum abbreviation slants downwards.",11.0,,EM.SC.0044,,,minor,1.0,Fols 148v/10–22; 150r; 150v/16–151r; 152r–3v; 154r/17–154v/12,148.0,154.0,,,,,,,minusculeVernacular,,,,,,e æ d g h s,,,,,,
MS_Junius_121_hand_4,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 4. Fols 3–4 This is quite a rounded Caroline script, wedges and clubs are not mixed (unlike in other hands in this manuscript). The orum abbreviation is straight.",11.0,,EM.SC.0313,,,minor,1.0,Fols 3–4,3.0,4.0,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Junius_121_hand_5,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,Hand 5. Fols 4r–v This hand has long loopy descenders and wedges. Occasionally a big loopy Caroline a .,11.0,,EM.SC.0314,,,minor,1.0,Fols 4r–v,4r,4v,,,,,,,minusculeVernacular,,,,,,a,,,,,,
MS_Junius_121_hand_6,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 6. Fols 138r–48v This is quite like Hand 2, and just possibly could be the same as it, except that this hand seems less practised. This hand is rounder than Hand 1 and sometimes leans to the right slightly. ð tends to flick to the right.",11.0,,EM.SC.0315,,,minor,1.0,Fols 138r–48v,138r,148v,,,,,,,minusculeVernacular,,,,,,ð,,,,,,
MS_Junius_121_hand_7,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 7. Fols 149r–v; 150v/1–15; 151v This hand has wedges on the feet of minims. ˥ is almost at right-angles. The descenders don't usually have wedges on their feet. On fol 150v/1–15 possibly a thinner pen. y : curves to the left noticeably. g : has a closed bowl. Long s : very high and has quite a long descender, too. Very wedgy. This is similar to Hands 1 and 2, but quite thick.",11.0,,EM.SC.0316,,,minor,1.0,Fols 149r–v; 150v/1–15; 151v,149r,151v,,,,,,,minusculeVernacular,,,,,,y g s,,,,,,
MS_Junius_121_hand_8,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 8. Fols 154r/1–16 Uneven hand. The letters are not always firmly on the ruled line. Ascender on d very short long. Has a high e , slightly left-leaning. a few. Odd ð where the scribe has drawn o and then added an ascender. Closed bowl on g . Long descenders .",11.0,,EM.SC.0317,,,minor,1.0,Fols 154r/1–16,154r,154r,,,,,,,minusculeVernacular,,,,,,d a e ð o g,,,,,,
MS_Junius_121_hand_9,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Hand 9. Fols 154v–157 This scribe is not good at writing on the lines. This is a left-leaning, flowing script. a : round. æ : round. Open g . High long s sometimes with descender drooping below the line. ˥ is high. The top of ð curls round to the right. The bottoms of the descenders flick to the left . y long and left-flicking Chunky feet on minims .",11.0,,EM.SC.0318,,,minor,1.0,Fols 154v–157,154v,157.0,,,,,,,minusculeVernacular,,,,,,a æ g s ˥ ð y,,,,,,
MS_Junius_121_hand_10,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,Hand 10. Fols 157–60 This hand is quite square and wedgy. d the ascender is short. y is long and flicks to the left The bowl of g is open.,11.0,,EM.SC.0319,,,minor,1.0,Fols 157–60,157.0,160.0,,,,,,,minusculeVernacular,,,,,,d y g,,,,,,
MS_Junius_121_hand_11,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,Hand 11. There are several layers of glosses by the Tremulous Hand in Latin and English. xiii 1,11.0,,EM.SC.0030,,,minor,,,,,xiii 1,,1200,1250,,Gregorian,minusculeVernacular,,,,,,,,,,,,
MSS_Junius_85–6_hand_1,manuscript_6316,Junius,MSS_Junius_85–6,MSS. Junius 85-6,manuscript-composite,,MSS_Junius_85-6,"Vernacular minuscule; Ker suggested two hands, the second on fols. 2v, 12r-16r, 25r-33v, 34r/1-4",,,,,,,,,,,,,,,,,minusculeVernacular,,,,,,,,,,,,
MS_Kennicott_13_hand_1,manuscript_6327,Kennicott,MS_Kennicott_13,MS. Kennicott 13,manuscript,,MS_Kennicott_13,"Fine caroline script, above top line, perhaps by more than one scribe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Kennicott_14_hand_1,manuscript_6328,Kennicott,MS_Kennicott_14,MS. Kennicott 14,manuscript,,MS_Kennicott_14,"Hand A, mid 13th cent., fols. 1–387v",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Kennicott_14_hand_2,manuscript_6328,Kennicott,MS_Kennicott_14,MS. Kennicott 14,manuscript,,MS_Kennicott_14,"Hand B, 14th cent., fols. 388-end",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Kennicott_15_hand_1,manuscript_6329,Kennicott,MS_Kennicott_15,MS. Kennicott 15,manuscript,,MS_Kennicott_15,Written above top line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Kennicott_16_hand_1,manuscript_6330,Kennicott,MS_Kennicott_16,MS. Kennicott 16,manuscript,,MS_Kennicott_16,Written below top line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady_Margaret_Hall_MS_Borough_16_hand_1,manuscript_15996,Lady_Margaret_Hall,Lady_Margaret_Hall_MS_Borough_16,Lady Margaret Hall MS. Borough 16,manuscript,,Lady_Margaret_Hall_MS_Borough_16,Written in black ink in an English cursive documentary script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady_Margaret_Hall_MS_Borough_18_hand_1,manuscript_15997,Lady_Margaret_Hall,Lady_Margaret_Hall_MS_Borough_18,Lady Margaret Hall MS. Borough 18,manuscript,,Lady_Margaret_Hall_MS_Borough_18,Written in brown ink in a papal documentary script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady_Margaret_Hall_MS_Borough_19_hand_1,manuscript_15998,Lady_Margaret_Hall,Lady_Margaret_Hall_MS_Borough_19,Lady Margaret Hall MS. Borough 19,manuscript,,Lady_Margaret_Hall_MS_Borough_19,Written in brown ink in a neat minuscule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_bib_b_1_hand_1,manuscript_6333,Lat_bib,MS_Lat_bib_b_1,MS. Lat. bib. b. 1,fragment,,MS_Lat_bib_b_1-part27,Textus praescissus,,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Lat_bib_b_2_P_hand_1,manuscript_6334,Lat_bib,MS_Lat_bib_b_2_P,MS. Lat. bib. b. 2 (P),manuscript,,MS_Lat_bib_b_2_P,Half-uncial,,,,,,,,,,,,,,,,,halfUncial,,,,,,,,,,,,
MS_Lat_bib_c_1_hand_1,manuscript_6336,Lat_bib,MS_Lat_bib_c_1,MS. Lat. bib. c. 1,part,MS. Lat. bib. c. 1 – fol. 3,MS_Lat_bib_c_1-part3,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Lat_bib_c_1_hand_2,manuscript_6336,Lat_bib,MS_Lat_bib_c_1,MS. Lat. bib. c. 1,part,MS. Lat. bib. c. 1 – fol. 4,MS_Lat_bib_c_1-part4,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Lat_bib_c_1_hand_3,manuscript_6336,Lat_bib,MS_Lat_bib_c_1,MS. Lat. bib. c. 1,part,MS. Lat. bib. c. 1 – fol. 5,MS_Lat_bib_c_1-part5,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Lat_bib_c_1_hand_4,manuscript_6336,Lat_bib,MS_Lat_bib_c_1,MS. Lat. bib. c. 1,part,MS. Lat. bib. c. 1 – fols. 6-8,MS_Lat_bib_c_1-part6,Gothic bookhand (northern textualis),,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Lat_bib_d_10_hand_1,manuscript_6341,Lat_bib,MS_Lat_bib_d_10,MS. Lat. bib. d. 10,manuscript,,MS_Lat_bib_d_10,Very fine caroline script,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Lat_bib_d_11_hand_1,manuscript_10026,Lat_bib,MS_Lat_bib_d_11,MS. Lat. bib. d. 11,manuscript,,MS_Lat_bib_d_10,"Both the biblical text and the accompanying glosses probably copied by a single scribe. The script of the biblical text is an upright caroline minuscule; a date early in the twelfth century is suggested by the lack of compression, both vertically and horizontally (even pp is written separately), the predominate use of straight s, d and r, and e-cedilla; the biblical text has very few abbreviations, although both the ampersand and the tironian-7 are used for et, and the Italian abbreviation for qui (q with a horizontal stroke through the descender) is found (e.g. fol. 11, line 4). The glosses are written in a very small precise script that is slightly more angular, with more frequent abbreviations, but is still upright and uncompressed. Word separation is good but not absolute. Other early features to note are the lack of running titles and chapter divisions in the original hand.",,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Lat_bib_e_7_hand_1,manuscript_6350,Lat_bib,MS_Lat_bib_e_7,MS. Lat. bib. e. 7,manuscript,,MS_Lat_bib_e_7,"Written in dark brown/black ink in two columns of 48 lines (except the Missal texts, which are in one column), below top line, in a medium-grade gothic script; the Missal section and prefatory prologues apparently by a different scribe. Chapters routinely start on a new line only as far as fol. 11v, as if the scribe tried this modern development and then reverted to older habits; chapter numbers are in the margins throughout.",,,,,,,,,,,,,,,,,textualisNorthern,libraria,,,,,,,,,,,
MS_Lat_class_c_6_hand_1,manuscript_6366,Lat_class,MS_Lat_class_c_6,MS. Lat. class. c. 6,manuscript,,MS_Lat_class_c_6,"Written in humanistic script by Lionardus de Piodunis in the house of Antonius de Piodunis 'in vicinia burgi sancti Stephani porta natalis Cremone', fol. 142v.",,,,Lionardus de Piodunis,person_3733,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_c_7_hand_1,manuscript_6367,Lat_class,MS_Lat_class_c_7,MS. Lat. class. c. 7,manuscript,,MS_Lat_class_c_7,Humanistic script,,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_c_9_hand_1,manuscript_6368,Lat_class,MS_Lat_class_c_9,MS. Lat. class. c. 9,manuscript,,MS_Lat_class_c_9,Semi-humanist,,,,,,,,,,,,,,,,,gothicoAntiqua,,,,,,,,,,,,
MS_Lat_class_c_14_hand_1,manuscript_6360,Lat_class,MS_Lat_class_c_14,MS. Lat. class. c. 14,manuscript,,MS_Lat_class_c_14,Several hands; heavily annotated in places,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_d_8_hand_1,manuscript_6390,Lat_class,MS_Lat_class_d_8,MS. Lat. class. d. 8,manuscript,,MS_Lat_class_d_8,"Written by Battista Sansone of Padua, fol. 62",,,,Battista Sansone of Padua,person_142,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_d_26_hand_1,manuscript_6377,Lat_class,MS_Lat_class_d_26,MS. Lat. class. d. 26,manuscript,,MS_Lat_class_d_26,Written in a poor humanist script by Pierus Martini Servantii de S. Severino,,,,Pierus Martini Servantii de S. Severino,person_956,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_d_27_hand_1,manuscript_6378,Lat_class,MS_Lat_class_d_27,MS. Lat. class. d. 27,manuscript,,MS_Lat_class_d_27,Humanistic script,,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_d_28_hand_1,manuscript_6379,Lat_class,MS_Lat_class_d_28,MS. Lat. class. d. 28,manuscript,,MS_Lat_class_d_28,Humanistic script,,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_d_36_hand_1,manuscript_6381,Lat_class,MS_Lat_class_d_36,MS. Lat. class. d. 36,manuscript,,MS_Lat_class_d_36,Rounded Italian gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_d_37_hand_1,manuscript_6382,Lat_class,MS_Lat_class_d_37,MS. Lat. class. d. 37,manuscript,,MS_Lat_class_d_37,"Humanist script, three main hands, fols. 1–37 of the style of Poggio",3.0,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_d_38_hand_1,manuscript_6383,Lat_class,MS_Lat_class_d_38,MS. Lat. class. d. 38,manuscript,,MS_Lat_class_d_38,Expert humanistic script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_d_39_hand_1,manuscript_6384,Lat_class,MS_Lat_class_d_39,MS. Lat. class. d. 39,manuscript,,MS_Lat_class_d_39,Fine high-grade gothic bookhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_29_hand_1,manuscript_6398,Lat_class,MS_Lat_class_e_29,MS. Lat. class. e. 29,manuscript,,MS_Lat_class_e_29,Humanistic cursive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_30_hand_1,manuscript_6400,Lat_class,MS_Lat_class_e_30,MS. Lat. class. e. 30,manuscript,,MS_Lat_class_e_30,Humanistic script.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_31_hand_1,manuscript_6401,Lat_class,MS_Lat_class_e_31,MS. Lat. class. e. 31,manuscript,,MS_Lat_class_e_31,Humanistic script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_42_hand_1,manuscript_6404,Lat_class,MS_Lat_class_e_42,MS. Lat. class. e. 42,manuscript,,MS_Lat_class_e_42,Several humanist hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_48_hand_1,manuscript_6406,Lat_class,MS_Lat_class_e_48,MS. Lat. class. e. 48,manuscript,,MS_Lat_class_e_48,Perhaps by one scribe writing in different styles (the rubrics are all in one hand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_50_hand_1,manuscript_6407,Lat_class,MS_Lat_class_e_50,MS. Lat. class. e. 50,manuscript,,MS_Lat_class_e_50,"Written in six 'booklets', by numerous hands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_class_e_51_hand_1,manuscript_6408,Lat_class,MS_Lat_class_e_51,MS. Lat. class. e. 51,manuscript,,MS_Lat_class_e_51,"Humanistic script, by more than one scribe",,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_class_f_6_hand_1,manuscript_6413,Lat_class,MS_Lat_class_f_6,MS. Lat. class. f. 6,manuscript,,MS_Lat_class_f_6,Humanistic script.,,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Lat_hist_a_1_P_hand_1,manuscript_6420,Lat_hist,MS_Lat_hist_a_1_P,MS. Lat. hist. a. 1 (P),manuscript,,MS_Lat_hist_a_1_P,Book hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_hist_e_1_hand_1,manuscript_6433,Lat_hist,MS_Lat_hist_e_1,MS. Lat. hist. e. 1,manuscript,,MS_Lat_hist_e_1,"The first 23 lines in a formal Gothic bookhand, thereafter a much less formal one, perhaps by more than one scribe.",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Lat_hist_e_7_hand_1,manuscript_6436,Lat_hist,MS_Lat_hist_e_7,MS. Lat. hist. e. 7,manuscript,,MS_Lat_hist_e_7,Humanistic script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_1_hand_1,manuscript_6438,Lat_liturg,MS_Lat_liturg_a_1,MS. Lat. liturg. a. 1,manuscript,,MS_Lat_liturg_a_1,"Large formal Gothic book hand; black and brown ink; rubrics, antiphons, versicles, responses, etc. are in a smaller script.",,,,,,,,,,,,,,,,,textualisSouthern,formata,,,,,,,,,,,
MS_Lat_liturg_a_2_hand_1,manuscript_6440,Lat_liturg,MS_Lat_liturg_a_2,MS. Lat. liturg. a. 2,manuscript,,MS_Lat_liturg_a_2,"Large formal Gothic book hand; black ink (often flaking); antiphons, versicles, invitatoria, etc. without music and some rubrics are in a smaller script.",,,,,,,,,,,,,,,,,textualisSouthern,formata,,,,,,,,,,,
MS_Lat_liturg_a_3_hand_1,manuscript_6441,Lat_liturg,MS_Lat_liturg_a_3,MS. Lat. liturg. a. 3,manuscript,,MS_Lat_liturg_a_3,"Large formal Gothic book hand; black ink (occasionally flaking); antiphons, versicles, invitatoria, etc. and some rubrics are in a smaller script",,,,,,,,,,,,,,,,,textualisSouthern,formata,,,,,,,,,,,
MS_Lat_liturg_a_4_hand_1,manuscript_6442,Lat_liturg,MS_Lat_liturg_a_4,MS. Lat. liturg. a. 4,manuscript,,MS_Lat_liturg_a_4,"Written by Fatius de Castoldis, beneficialis of S. Eufemia. For other MSS. written by him see Colophons de mss. ii, nos. 4036–7, and L. Betrami, L’Arte negli aredi sacri della Lombardia… 28, pl.7–11.",,,,Fatius de Castoldis,person_96472218,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_1_hand_1,manuscript_6447,Lat_liturg,MS_Lat_liturg_b_1,MS. Lat. liturg. b. 1,manuscript,,MS_Lat_liturg_b_1,"Formal Gothic book hand, black ink; rubrics, antiphons, versicles, responses, etc. are in a smaller script",,,,,,,,,,,,,,,,,textualisSouthern,formata,,,,,,,,,,,
MS_Lat_liturg_b_16_hand_1,manuscript_6449,Lat_liturg,MS_Lat_liturg_b_16,MS. Lat. liturg. b. 16,fragment,,MS_Lat_liturg_b_16-fol2,"Late Caroline minuscule: /d/ with straight back; usually long /s/ (rarely short /s/ at word end); ampersand for 'et'; 'straight' form of /r/ after /o/; Italianate abbreviations for 'qui', '-que', '-bus'.",,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_1,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part1,Gothic bookhand (textualis formata),,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_2,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part2,Late Caroline minuscule,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_3,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part3,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_4,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part4,Late Caroline minuscule.,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_5,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part5,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_6,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part6,Southern textualis,,,,,,,,,,,,,,,,,textualisSouthern,,,,,,,,,,,,
MS_Lat_liturg_b_17_hand_7,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part7,"Gothic bookhand, the main Latin text written in two sizes according to liturgical function, with Latin rubrics in red; the other liturgical directions, in German, are underlined in red. The script is fully Gothic with fusing of adjacent round letters such as ‘be’, ‘bo’, ‘de’, ‘dd’, ‘oc’, ‘pe’, ‘po’, and ‘pp’, ‘d’ is always sloping, not upright, round ‘s’ is 8- shaped, but tall ‘s’ is also present, even at the beginning of words.",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Lat_liturg_b_20_hand_1,manuscript_9900,Lat_liturg,MS_Lat_liturg_b_20,MS. Lat. liturg. b. 20,fragment,"MS. Lat. liturg. b. 20, fol. 1",MS_Lat_liturg_b_20-part1,Formal textualis (quadrata),,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Lat_liturg_c_36_hand_1,manuscript_6463,Lat_liturg,MS_Lat_liturg_c_36,MS. Lat. liturg. c. 36,manuscript-composite,"MS. Lat. liturg. c. 36, fols 1–2 MS. Lat. liturg. c. 36, fols 3–106",MS_Lat_liturg_c_36,English protogothic bookhand.,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Lat_liturg_c_37_hand_1,manuscript_6464,Lat_liturg,MS_Lat_liturg_c_37,MS. Lat. liturg. c. 37,manuscript,,MS_Lat_liturg_c_37,Italianate script. (Pächt and Alexander iii. 1304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
