metadata: music UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: music,locus: locus,locus: from,locus: to,dimensions: type,dimensions: height,dimensions: max height,dimensions: min height,dimensions: width,dimensions: max width,dimensions: min width,dimensions: unit,people: name(s),people: ID(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Hamilton_14_music_1,manuscript_5974,Hamilton,MS_Hamilton_14,MS. Hamilton 14,manuscript-composite,MS. Hamilton 14 – Part A (fols. 1–153) MS. Hamilton 14 – Part B (fols. 154–179) MS. Hamilton 14 – Part C (fols. 180–234),MS_Hamilton_14,Offsets on the lower board from a fourteenth-century (?) liturgical manuscript with musical notation; fragments of the same manuscript in the binding.,,,,,,,,,,,,,,,,
MS_Hamilton_17_music_1,manuscript_5977,Hamilton,MS_Hamilton_17,MS. Hamilton 17,fragment,MS. Hamilton 17 - upper and lower pastedowns,MS_Hamilton_17-pastedowns,Neums,,,,,,,,,,,,,,,,
MS_Hamilton_22_music_1,manuscript_5983,Hamilton,MS_Hamilton_22,MS. Hamilton 22,manuscript,,MS_Hamilton_22,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Hamilton_46_music_1,manuscript_6009,Hamilton,MS_Hamilton_46,MS. Hamilton 46,part,MS. Hamilton 46 – Part 2 (fols. 61–222),MS_Hamilton_46-part2,"Added neums, fol. 221r",,,,,,,,,,,,,,,,
MS_Hamilton_47_music_1,manuscript_6010,Hamilton,MS_Hamilton_47,MS. Hamilton 47,manuscript-with-fragment,,MS_Hamilton_47,Pen-trial with musical notation on the lower pastedown.,,,,,,,,,,,,,,,,
MS_Hamilton_49_music_1,manuscript_6012,Hamilton,MS_Hamilton_49,MS. Hamilton 49,part,"MS. Hamilton 49, fols. 363–366 and binding waste",MS_Hamilton_49-part3,Adiastematic neumes.,,,,,,,,,,,,,,,,
MS_Hatton_1_music_1,manuscript_6028,Hatton,MS_Hatton_1,MS. Hatton 1,manuscript,,MS_Hatton_1,Square notation on 18 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Hatton_3_music_1,manuscript_6058,Hatton,MS_Hatton_3,MS. Hatton 3,manuscript,,MS_Hatton_3,"Square notation on 14 staves of 4 red lines, 320 188",,,,written,320.0,320.0,320.0,188.0,188.0,188.0,mm,,,,,
MS_Hatton_9_music_1,manuscript_6106,Hatton,MS_Hatton_9,MS. Hatton 9,manuscript,,MS_Hatton_9,Notation on staves.,,,,,,,,,,,,,,,,
MS_Hatton_16_music_1,manuscript_6047,Hatton,MS_Hatton_16,MS. Hatton 16,manuscript-composite,,MS_Hatton_16,Notation on staves (see van Dijk 1957),,,,,,,,,,,,,,,,
MS_Hatton_42_music_1,manuscript_6067,Hatton,MS_Hatton_42,MS. Hatton 42,part,MS. Hatton 42 – Part A (fols. 1-142),MS_Hatton_42-part1,"Pen-trials of German neums, fol. 39r (Hartzell, no. 266 (a))",,,,,,,,,,,,,,,,
MS_Hatton_42_music_1,manuscript_6067,Hatton,MS_Hatton_42,MS. Hatton 42,part,MS. Hatton 42 – Part A (fols. 1-142),MS_Hatton_42-part1,"Pen-trial of Breton neums, fol. 101v (Hartzell, no. 266 (b))",,,,,,,,,,,,,,,,
MS_Hatton_42_music_1,manuscript_6067,Hatton,MS_Hatton_42,MS. Hatton 42,part,MS. Hatton 42 – Part A (fols. 1-142),MS_Hatton_42-part1,"Incipits of propers for the Common of the Saints, partly noted (fols. 133v-134r) (Hartzell, no. 266 (c))",,,,,,,,,,,,,,,,
MS_Hatton_48_music_1,manuscript_6072,Hatton,MS_Hatton_48,MS. Hatton 48,manuscript-composite,MS. Hatton 48 – fol. 77,MS_Hatton_48,"Melismata added over textual phrases and in the margin on fols. 20v, 23v, 29v, 44v, 62r.",20v 23v 29v 44v 62r,20v 23v 29v 44v 62r,20v 23v 29v 44v 62r,,,,,,,,,,,,,
MS_Hatton_48_music_2,manuscript_6072,Hatton,MS_Hatton_48,MS. Hatton 48,part,MS. Hatton 48 – fol. 77,MS_Hatton_48-part1,"Blessing in verse, Alme deus trine conserua nos sine fine, notated in adiastematic French neumes. Some text and notation erased.",,,,,,,,,,,,,,,,
MS_Hatton_57_music_1,manuscript_6081,Hatton,MS_Hatton_57,MS. Hatton 57,fragment,MS. Hatton 57 – endleaves,MS_Hatton_57-endleaves,Notation on staves (see van Dijk 1957),,,,,,,,,,,,,,,,
MS_Hatton_81_music_1,manuscript_6097,Hatton,MS_Hatton_81,MS. Hatton 81,part,,Hatton_81_flyleaves,Notation.,,,,,,,,,,,,,,,,
MS_Hatton_100_music_1,manuscript_6030,Hatton,MS_Hatton_100,MS. Hatton 100,manuscript,,MS_Hatton_100,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Hatton_106_music_1,manuscript_6034,Hatton,MS_Hatton_106,MS. Hatton 106,manuscript-composite,"MS. Hatton 106, fol. i (lifted pastedown)",MS_Hatton_106,Notation on staves.,,,,,,,,,,,,,,,,
MS_Hatton_106_music_2,manuscript_6034,Hatton,MS_Hatton_106,MS. Hatton 106,part,"MS. Hatton 106, fol. i (lifted pastedown)",MS_Hatton_106-endleaf,"English neums on a four-line stave (not in Hartzell, 2006).",,,,,,,,,,,,,,,,
MS_Hatton_116_music_1,manuscript_6042,Hatton,MS_Hatton_116,MS. Hatton 116,manuscript,,MS_Hatton_116,"Pages 96-8 are blank, except for scribbles in the Tremulous Hand and some musical notes.",,,,,,,,,,,,,,,,
Jesus_College_MS_4_music_1,manuscript_10553,Jesus_College_MSS,Jesus_College_MS_4,Jesus College MS. 4,part,"Jesus College MS. 4, fol. 107",Jesus_College_MS_4-part5,Notated on a four-line staff.,,,,,,,,,,,,,,,,
MS_Junius_25_music_1,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,fragment,"MS. Junius 25 - endleaves (fols. 1, 194)",MS_Junius_25_endleaves,Neums.,,,,,,,,,,,,,,,,
MS_Junius_25_music_2,manuscript_6321,Junius,MS_Junius_25,MS. Junius 25,part,MS. Junius 25 – Part D (fols. 108–115),MS_Junius_25-part5,Pen-trials with neums on fol. 115v.,,,,,,,,,,,,,,,,
MS_Junius_121_music_1,manuscript_6320,Junius,MS_Junius_121,MS. Junius 121,manuscript,,MS_Junius_121,"Neums, fol. 1r, occasionally elsewhere in the margins.",1r,1r,1r,,,,,,,,,,,,,
MS_Lat_hist_e_2_music_1,manuscript_6434,Lat_hist,MS_Lat_hist_e_2,MS. Lat. hist. e. 2,manuscript-composite,MS. Lat. hist. e. 2 – Part 1 MS. Lat. hist. e. 2 – Part 2,MS_Lat_hist_e_2,Notation (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_1_music_1,manuscript_6438,Lat_liturg,MS_Lat_liturg_a_1,MS. Lat. liturg. a. 1,manuscript,,MS_Lat_liturg_a_1,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_2_music_1,manuscript_6440,Lat_liturg,MS_Lat_liturg_a_2,MS. Lat. liturg. a. 2,manuscript,,MS_Lat_liturg_a_2,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_3_music_1,manuscript_6441,Lat_liturg,MS_Lat_liturg_a_3,MS. Lat. liturg. a. 3,manuscript,,MS_Lat_liturg_a_3,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_4_music_1,manuscript_6442,Lat_liturg,MS_Lat_liturg_a_4,MS. Lat. liturg. a. 4,manuscript,,MS_Lat_liturg_a_4,"Square notation on 7 staves of 4 black lines and coloured F and C lines, 380 275",,,,written,380.0,380.0,380.0,275.0,275.0,275.0,mm,,,,,
MS_Lat_liturg_a_5_music_1,manuscript_6443,Lat_liturg,MS_Lat_liturg_a_5,MS. Lat. liturg. a. 5,manuscript-with-fragment,,MS_Lat_liturg_a_5,Square notation on 7 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_6_music_1,manuscript_6444,Lat_liturg,MS_Lat_liturg_a_6,MS. Lat. liturg. a. 6,manuscript-composite,MS. Lat. liturg. a. 6 – Part 1 MS. Lat. liturg. a. 6 – Part 2 MS. Lat. liturg. a. 6 – Part 3 MS. Lat. liturg. a. 6 – Part 4,MS_Lat_liturg_a_6,Notation on staves; neums; neumatic notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_1,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,manuscript-composite,MS. Lat. liturg. a. 8 – Part 1 MS. Lat. liturg. a. 8 – Part 2 MS. Lat. liturg. a. 8 – Part 3 MS. Lat. liturg. a. 8 – Part 4 MS. Lat. liturg. a. 8 – Part 5 MS. Lat. liturg. a. 8 – Part 6 MS. Lat. liturg. a. 8 – Part 7 MS. Lat. liturg. a. 8 – Part 8 MS. Lat. liturg. a. 8 – Part 9 MS. Lat. liturg. a. 8 – Part 10 MS. Lat. liturg. a. 8 – Part 11 MS. Lat. liturg. a. 8 – Part 12 MS. Lat. liturg. a. 8 – Part 13 MS. Lat. liturg. a. 8 – Part 14 MS. Lat. liturg. a. 8 – Part 15 MS. Lat. liturg. a. 8 – Part 16 MS. Lat. liturg. a. 8 – Part 17 MS. Lat. liturg. a. 8 – Part 18 MS. Lat. liturg. a. 8 – Part 19 MS. Lat. liturg. a. 8 – Part 20 MS. Lat. liturg. a. 8 – Part 21 MS. Lat. liturg. a. 8 – Part 22 MS. Lat. liturg. a. 8 – Part 23,MS_Lat_liturg_a_8,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_2,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 1,MS_Lat_liturg_a_8-part1,8 staves of 4 lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_3,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 3,MS_Lat_liturg_a_8-part3,Gothic notation on staves of 4 lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_4,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 5,MS_Lat_liturg_a_8-part5,Square notation on staves of four red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_5,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 7,MS_Lat_liturg_a_8-part7,Square notation on 14 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_6,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 9,MS_Lat_liturg_a_8-part9,Square notation on 14 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_7,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 10,MS_Lat_liturg_a_8-part10,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_8,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 11,MS_Lat_liturg_a_8-part11,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_9,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 12,MS_Lat_liturg_a_8-part12,Square notation on staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_10,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 13,MS_Lat_liturg_a_8-part13,Square notation on 7 staves of 5 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_11,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 14,MS_Lat_liturg_a_8-part14,Square notation on staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_12,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 16,MS_Lat_liturg_a_8-part16,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_13,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 17,MS_Lat_liturg_a_8-part17,Staves of 3 red lines with square notation,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_14,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 18,MS_Lat_liturg_a_8-part18,Square notation on 6 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_8_music_15,manuscript_6445,Lat_liturg,MS_Lat_liturg_a_8,MS. Lat. liturg. a. 8,part,MS. Lat. liturg. a. 8 – Part 19,MS_Lat_liturg_a_8-part19,Square notation on 12 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_9_music_1,manuscript_6446,Lat_liturg,MS_Lat_liturg_a_9,MS. Lat. liturg. a. 9,part,MS. Lat. liturg. a. 9 – Part 1,MS_Lat_liturg_a_9-part1,Square notation on 19 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_9_music_2,manuscript_6446,Lat_liturg,MS_Lat_liturg_a_9,MS. Lat. liturg. a. 9,part,MS. Lat. liturg. a. 9 – Part 2,MS_Lat_liturg_a_9-part2,Square notation on 16 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_9_music_3,manuscript_6446,Lat_liturg,MS_Lat_liturg_a_9,MS. Lat. liturg. a. 9,part,MS. Lat. liturg. a. 9 – Part 3,MS_Lat_liturg_a_9-part3,Square notation on 19 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_9_music_4,manuscript_6446,Lat_liturg,MS_Lat_liturg_a_9,MS. Lat. liturg. a. 9,part,MS. Lat. liturg. a. 9 – Part 4,MS_Lat_liturg_a_9-part4,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_12_music_1,manuscript_6439,Lat_liturg,MS_Lat_liturg_a_12,MS. Lat. liturg. a. 12,part,MS. Lat. liturg. a. 12 – Part 1,MS_Lat_liturg_a_12-part1,Square notation on staves of five red lines; bar lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_12_music_2,manuscript_6439,Lat_liturg,MS_Lat_liturg_a_12,MS. Lat. liturg. a. 12,part,MS. Lat. liturg. a. 12 – Part 2,MS_Lat_liturg_a_12-part2,Square notation on staves of five red lines; bar lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_a_12_music_3,manuscript_6439,Lat_liturg,MS_Lat_liturg_a_12,MS. Lat. liturg. a. 12,part,MS. Lat. liturg. a. 12 – Part 3,MS_Lat_liturg_a_12-part3,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_1_music_1,manuscript_6447,Lat_liturg,MS_Lat_liturg_b_1,MS. Lat. liturg. b. 1,manuscript,,MS_Lat_liturg_b_1,Square notation on staves of three or four red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_3_music_1,manuscript_6454,Lat_liturg,MS_Lat_liturg_b_3,MS. Lat. liturg. b. 3,manuscript,,MS_Lat_liturg_b_3,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_4_music_1,manuscript_6455,Lat_liturg,MS_Lat_liturg_b_4,MS. Lat. liturg. b. 4,manuscript,,MS_Lat_liturg_b_4,Square notation on 11 staves of 4 red lines; neums are added to the passion of Good Friday (fol. 83),,,,,,,,,,,,,,,,
MS_Lat_liturg_b_5_music_1,manuscript_6456,Lat_liturg,MS_Lat_liturg_b_5,MS. Lat. liturg. b. 5,manuscript,,MS_Lat_liturg_b_5,Square notation on 12 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_1,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,manuscript-composite,MS. Lat. liturg. b. 7 – Part 1 MS. Lat. liturg. b. 7 – Part 2 MS. Lat. liturg. b. 7 – Part 3 MS. Lat. liturg. b. 7 – Part 4 MS. Lat. liturg. b. 7 – Part 5 MS. Lat. liturg. b. 7 – Part 6 MS. Lat. liturg. b. 7 – Part 7 MS. Lat. liturg. b. 7 – Part 8 MS. Lat. liturg. b. 7 – Part 9 MS. Lat. liturg. b. 7 – Part 10 MS. Lat. liturg. b. 7 – Part 11 MS. Lat. liturg. b. 7 – Part 12 MS. Lat. liturg. b. 7 – Part 13 MS. Lat. liturg. b. 7 – Part 14 MS. Lat. liturg. b. 7 – Part 15 MS. Lat. liturg. b. 7 – Part 16 MS. Lat. liturg. b. 7 – Part 17 MS. Lat. liturg. b. 7 – Part 18 MS. Lat. liturg. b. 7 – Part 19 MS. Lat. liturg. b. 7 – Part 20 MS. Lat. liturg. b. 7 – Part 21 MS. Lat. liturg. b. 7 – Part 22 MS. Lat. liturg. b. 7 – Part 23 MS. Lat. liturg. b. 7 – Part 24 MS. Lat. liturg. b. 7 – Part 25 MS. Lat. liturg. b. 7 – Part 26 MS. Lat. liturg. b. 7 – Part 27 MS. Lat. liturg. b. 7 – Part 28 MS. Lat. liturg. b. 7 – Part 29 MS. Lat. liturg. b. 7 – Part 30 MS. Lat. liturg. b. 7 – Part 31 MS. Lat. liturg. b. 7 – Part 32 MS. Lat. liturg. b. 7 – Part 33 MS. Lat. liturg. b. 7 – Part 34 MS. Lat. liturg. b. 7 – Part 35 MS. Lat. liturg. b. 7 – Part 36 MS. Lat. liturg. b. 7 – Part 37 MS. Lat. liturg. b. 7 – Part 38 MS. Lat. liturg. b. 7 – Part 39 MS. Lat. liturg. b. 7 – Part 40 MS. Lat. liturg. b. 7 – Part 41 MS. Lat. liturg. b. 7 – Part 42 MS. Lat. liturg. b. 7 – Part 43 MS. Lat. liturg. b. 7 – Part 44 MS. Lat. liturg. b. 7 – Part 45 MS. Lat. liturg. b. 7 – Part 46 MS. Lat. liturg. b. 7 – Part 47 MS. Lat. liturg. b. 7 – Part 48 MS. Lat. liturg. b. 7 – Part 49 MS. Lat. liturg. b. 7 – Part 50 MS. Lat. liturg. b. 7 – Part 51 MS. Lat. liturg. b. 7 – Part 52 MS. Lat. liturg. b. 7 – Part 53 MS. Lat. liturg. b. 7 – Part 54 MS. Lat. liturg. b. 7 – Part 55 MS. Lat. liturg. b. 7 – Part 56 MS. Lat. liturg. b. 7 – Part 57 MS. Lat. liturg. b. 7 – Part 58 MS. Lat. liturg. b. 7 – Part 59 MS. Lat. liturg. b. 7 – Part 60 MS. Lat. liturg. b. 7 – Part 61 MS. Lat. liturg. b. 7 – Part 62 MS. Lat. liturg. b. 7 – Part 63 MS. Lat. liturg. b. 7 – Part 64,MS_Lat_liturg_b_7,Neumatic notation on staves; neums; notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_2,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 3,MS_Lat_liturg_b_7-part3,"Gothic notation on 10 staves of two black, one yellow and one red lines",,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_3,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 8,MS_Lat_liturg_b_7-part8,Notation adiastematic neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_4,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 9,MS_Lat_liturg_b_7-part9,Notation adiastematic neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_5,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 10,MS_Lat_liturg_b_7-part10,Square notation on 13 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_6,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 11,MS_Lat_liturg_b_7-part11,"Fine, square notation on 15 staves of 4 red lines",,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_7,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 12,MS_Lat_liturg_b_7-part12,Square notation on 11 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_8,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 13,MS_Lat_liturg_b_7-part13,Square notation on 14 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_9,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 14,MS_Lat_liturg_b_7-part14,Square notation on 11 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_10,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 15,MS_Lat_liturg_b_7-part15,Square notation on 14 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_11,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 17,MS_Lat_liturg_b_7-part17,Square notation on 13 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_12,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 19,MS_Lat_liturg_b_7-part19,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_13,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 20,MS_Lat_liturg_b_7-part20,Notation adiastematic neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_14,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 21,MS_Lat_liturg_b_7-part21,Notation adiastematic neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_15,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 26,MS_Lat_liturg_b_7-part26,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_16,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 27,MS_Lat_liturg_b_7-part27,Notation adiastematic neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_17,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 29,MS_Lat_liturg_b_7-part29,Gothic notation on 10 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_18,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 34,MS_Lat_liturg_b_7-part34,Fine adiastematic neums of the St. Gall type,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_19,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 35,MS_Lat_liturg_b_7-part35,Square notation with some neums on 17 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_20,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 36,MS_Lat_liturg_b_7-part36,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_21,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 37,MS_Lat_liturg_b_7-part37,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_22,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 40,MS_Lat_liturg_b_7-part40,Square notation on 13 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_23,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 43,MS_Lat_liturg_b_7-part43,Square notation on 10 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_24,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 44,MS_Lat_liturg_b_7-part44,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_25,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 45,MS_Lat_liturg_b_7-part45,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_26,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 46,MS_Lat_liturg_b_7-part46,Gothic notation on staves of four or five black lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_27,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 47,MS_Lat_liturg_b_7-part47,Space for notation left blank,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_28,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 48,MS_Lat_liturg_b_7-part48,Gothic notation on 12 staves of 4 black lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_29,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 49,MS_Lat_liturg_b_7-part49,Gothic notation on 10 staves of 4 or 5 black lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_30,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 50,MS_Lat_liturg_b_7-part50,Gothic notation on staves of 5 black lines,,,,,,,,,,,,,,,,
