metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part ID,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit,dimensions: converted
Christ_Church_MS_110_binding_1,manuscript_3917,Christ_Church,Christ_Church_MS_110,Christ Church MS. 110,Christ_Church_MS_110,"White leather over pasteboards, double fillets forming a rectangle at edge of boards, and extra vertical double fillets (25mm from spine), all fillets in blind, s. xvii. Sewn on four thongs. No ChCh bookplate.",,,,,1600,1700,,,,,,,,,,,,,
Christ_Church_MS_111_binding_1,manuscript_3918,Christ_Church,Christ_Church_MS_111,Christ Church MS. 111,Christ_Church_MS_111,"Brown leather over millboards, the spine rebacked (s. xxin?), but the boards early-modern, with small floral rolls, Gibson XIX, which is also Oldham MW.d.(10), the bottom compartment in its damaged state, so s. xvii1 (see D. Pearson, Oxford Bookbinding 1500–1640, Oxford Bibliographical Society, 3rd ser., 3 (Oxford, 2000), 69–70). Sewn on three thongs. Marks on both boards from two pairs of seatings for ribbon ties. Red speckled on all edges. A ChCh bookplate on the rear pastedown.",,,,,1600,1650,,,,,,,,,,,,,
Christ_Church_MS_112_binding_1,manuscript_3919,Christ_Church,Christ_Church_MS_112,Christ Church MS. 112,Christ_Church_MS_112,"Leather over millboards. Gold-tooled oval centrepiece and double border with flower at each corner, c. 1580–1620, for which there is no match in David Pearson, ‘English Centrepiece Bindings 1560–1640’, The Library, 6th ser., 16 (1994), 1–17 or id., English Bookbinding Styles, 1450–1800: a handbook (London, 2005). Sewn on five thongs. Two small holes near fore-edge of each board, demonstrating where cloth ties would have once been. No signs of chain staples. No pastedowns. Boards presently (April 2014) detached.",,,,,1580,1620,,,,,,,,,,,,,
Christ_Church_MS_113_binding_1,manuscript_3920,Christ_Church,Christ_Church_MS_113,Christ Church MS. 113,Christ_Church_MS_113,"Green morocco over millboards, gold-stamped outline border, and floral decoration in the compartments on the spine, s. xviii. Sewn on five thongs. In the top spine compartment, in gilt on a red leather label, ‘M.S. Virgilii Eneidos liber 1456’. Pastedowns and endleaves modern marbled paper, a ChCh bookplate on the front pastedown.",,,,,1700,1800,,,,,,,,,,,,,
Christ_Church_MS_114_binding_1,manuscript_3921,Christ_Church,Christ_Church_MS_114,Christ Church MS. 114,Christ_Church_MS_114,"The companion to our MS 113, differing in that there are geometrical designs on the spine. Sewn on five thongs. On the spine ‘M.S. Virgilii Bucolic. Georgic. Liber 1456’.",,,,,1700,1800,,,,,,,,,,,,,
Christ_Church_MS_115_binding_1,manuscript_3922,Christ_Church,Christ_Church_MS_115,Christ Church MS. 115,Christ_Church_MS_115,"Plain soiled white leather over unbevelled wood, s. xii, perhaps original, with heavy leather unstuffed half-moon shaped tabs at top and tail. Sewn on two thongs taken straight into the board, with additional head and tail thongs brought into the corners of the board obliquely, as depicted by Pollard, fig. 2. Our MS 97 has a very similar St Albans binding. Indentation and the marks of five nails from a strap seating at the centre of the leading edge of the upper board, a hole from its anchoring nail in the centre of the lower board. Marks from a chain staple in Watson’s position 5, like that on our MS 97, as noted by Hunt, ‘Library’, 261, and dating from soon after the manuscript’s arrival in ChCh (see Appendix I, and MS 97, binding). Pastedowns old parchment, a ChCh bookplate on the inner upper board. Christopher Clarkson studied the binding in June 2011; among his observations was that the ‘board-sheets have faint marks of envelope pockets, evidence of a chemise’ [copy of his report held in the library].",,,,,1100,1200,,,,,,,,,,,,,
Christ_Church_MS_121_binding_1,manuscript_3923,Christ_Church,Christ_Church_MS_121,Christ Church MS. 121,Christ_Church_MS_121,"White leather over bevelled wooden boards, s. xv. Sewn on four thongs, taken straight into the board but unstaggered, as depicted by Pollard, fig. 3. Two straps intact, with metal fittings, and metal clasps at the leading edge of the lower board. A chain staple mark in Watson’s position 5 (see provenance). No pastedowns, a ChCh bookplate on the inside of the upper board. The single parchment flyleaf at front was perhaps once a pastedown, raised before its donation to ChCh.",,,,,1400,1500,,,,,,,,,,,,,
Christ_Church_MS_122_binding_1,manuscript_3924,Christ_Church,Christ_Church_MS_122,Christ Church MS. 122,Christ_Church_MS_122,"Limp brown vellum, probably s. xvii. Sewn on four thongs. Pastedowns paper added with the binding, a ChCh bookplate on the front pastedown. At the front, one and, at the rear, two (fol. 99–100) paper flyleaves, the first and last conjoint with their respective pastedowns.",,,,,1600,1700,,,,,,,,,,,,,
Christ_Church_MS_123_binding_1,manuscript_3925,Christ_Church,Christ_Church_MS_123,Christ Church MS. 123,Christ_Church_MS_123,"Millboards with rebacked spine in tan leather, half morocco, s. xx. Pastedowns modern paper, a ChCh bookplate on the front pastedown. The first parchment flyleaf at front and that at back (fol. ii and 191) both show signs of having been a pastedown in an earlier binding.",,,,,1900,2000,,,,,,,,,,,,,
Christ_Church_MS_125_binding_1,manuscript_3926,Christ_Church,Christ_Church_MS_125,Christ Church MS. 125,Christ_Church_MS_125,"Rebacked, with the original boards retained. Sewn on five thongs. Gilded centrepiece, at the blank centre of which is stamped in gold, on the upper board, ‘T’ and, on the lower, ‘M’, placed within a thin gold rectangle placed at very edge of board (England?, s. xvii1). On fore-edge of leaves is painted ‘Logica et philosophia’. A ChCh bookplate at the inside of the upper board",,,,,1585,1587,,,,,,,,,,,,,
Christ_Church_MS_138_binding_1,manuscript_3927,Christ_Church,Christ_Church_MS_138,Christ Church MS. 138,Christ_Church_MS_138,"Brown leather over millboards, s. xx, with a stamped rectangular inner border with quatrefoil design. Probably flat-backed rather than on thongs. A ChCh bookplate on the front pastedown.",,,,,1900,2000,,,,,,,,,,,,,
Christ_Church_MS_140_binding_1,manuscript_3928,Christ_Church,Christ_Church_MS_140,Christ Church MS. 140,Christ_Church_MS_140,"Present binding of stiffened leather covered, apart from spine, with grey paper, s. xx. This replaces the previous binding which is in situ as fol. 73 and was a parchment wrapper (= part 2 of MS.).",,,,,1900,2000,,,,,,,,,,,,,
Christ_Church_MS_145_binding_1,manuscript_3929,Christ_Church,Christ_Church_MS_145,Christ Church MS. 145,Christ_Church_MS_145,"Brown leather over unbevelled wood, s. xv. Sewn on six thongs taken straight into the board as in Pollard’s Figure 4, but unstaggered. Recesses and nailholes for two straps on the upper board, marks left by square supports for the clasps to which they attached at the centre of the lower board. A ChCh bookplate on the front pastedown. Marks from a large chain staple in Watson’s position 4 (for its significance, see provenance).",,,,,1400,1500,,,,,,,,,,,,,
Christ_Church_MS_146_binding_1,manuscript_3930,Christ_Church,Christ_Church_MS_146,Christ Church MS. 146,Christ_Church_MS_146,"Brown leather over wood, s. xviex, early rebacked. Blindstamped with two rolls: Oldham’s HM.f (2) surrounded by his HM.h (11). Both are London stamps, and Oldham reports (53) another book, datable 1572, with both. Sewn on five thongs taken straight into the board, as in Pollard’s Figure 4, but not staggered. Short leather straps with large ornate brass clips and clasps. The seating of the upper one, upper board, with three nails, is probably original, but the remainder, the clips themselves, the seating of the lower, and the clasps in the lower board all appear repairs. Signs that there was a chain-staple in Watson’s position 6, presumably a ChCh intervention (see Appendix I).",,,,,1575,1600,,,,,,,,,,,,,
Christ_Church_MS_147_binding_1,manuscript_3931,Christ_Church,Christ_Church_MS_147,Christ Church MS. 147,Christ_Church_MS_147,"White leather over wooden boards, s. xv. Sewn on five thongs (the front board nearly free and only one thong still attached to its groove, one completely lost); the thongs are taken straight into the board, the upper and lower pairs pegged in a single hole, as in Pollard’s Figure 6. Three metal staples over a depression in the upper board to affix a strap, but no remains of its clasp on the lower board. No pastedowns, a ChCh bookplate pasted to the inside of the upper board. Attached to the binding is a thin book-mark of blue cloth (presently at fol. 36).",,,,,1400,1500,,,,,,,,,,,,,
Christ_Church_MS_148_binding_1,manuscript_3932,Christ_Church,Christ_Church_MS_148,Christ Church MS. 148,Christ_Church_MS_148,"Dark brown leather over bevelled wooden boards, s. xv, heavily wormed, with an outline pattern in blind. Bound on six thongs, taken straight into the board, as in Pollard’s Figure 4, but not staggered. The upper board has slots for two straps, but no trace of them; impressions and nail holes from the plates to which they were clasped, about 60 mm in from the edge of the lower board. Evidence of a chain staple at Watson’s position 6, presumably a ChCh intervention (see Appendix I and below). Pastedowns modern paper, a ChCh bookplate on the front pastedown.",,,,,1400,1500,,,,,,,,,,,,,
Christ_Church_MS_150_binding_1,manuscript_3933,Christ_Church,Christ_Church_MS_150,Christ Church MS. 150,Christ_Church_MS_150,"Cream leather over wooden boards, sewn on five thongs, s. xvii in?. Gilded ornamentation: diamond-shaped centrepiece, in between the initials ‘M’ and ‘S’, placed within a simple rectangle with four acorn-motif cornerpieces, all within another rectangle at very edge of boards; a stamp of leaves in each compartment of the spine. The centrepiece is closest to but decidedly distinct from fig.4(i) in David Pearson, ‘English Centre-piece Bookbindings 1560–1640’ in Mirjam M. Foot ed., Eloquent Witnesses. Bookbindings and their History (London, 2004), 106–26. Two large, broad metal strips, clasps and clips in situ.",,,,,1600,1625,,,,,,,,,,,,,
Christ_Church_MS_151_binding_1,manuscript_3934,Christ_Church,Christ_Church_MS_151,Christ Church MS. 151,Christ_Church_MS_151,"A limp vellum wrapper, s. xv. Sewn on four thongs. On the upper cover at the leading edge, a pair of triangular sets of holes from the seats for metal clips to hold ribbon ties; two holes at the centre of the lower cover where they would have been secured. A ChCh bookplate inside the upper cover. No pastedowns.",,,,,1400,1500,,,,,,,,,,,,,
Christ_Church_MS_152_binding_1,manuscript_3935,Christ_Church,Christ_Church_MS_152,Christ Church MS. 152,Christ_Church_MS_152,"Plain tan leather over millboards, with punches, s. xx. A note on fol. iv: ‘resewn and rebound 1975 (by A. B. R. Fairclough of Burford) and papers preserved from previous early 19 cent. binding’. Sewn on five thongs. ‘Chaucer’ in gilt in the top spine compartment. Pastedowns and endleaves modern marbled paper, a ChCh bookplate on the front pastedown. In a previous – presumably the first – binding that preceded the foliation now affixed in an early modern hand, the leaves of two quires, the 2nd and 10th, were misbound. They bear notes (s. xv) with signes de renvoi to direct a reader through the text, e.g. ‘turne over v. lefes to thys sygne [a diamond]’ (fol. 21v); given the rebinding, the answering signs now appear on the immediately following rectos. In quire 2, the five inner sheets were bound on the outside, and in quire 10, the two pairs of inmost sheets exchanged positions. See further Manly-Rickert, 1:88.",,,,,1900,2000,,,,,,,,,,,,,
Christ_Church_MS_153_binding_1,manuscript_3936,Christ_Church,Christ_Church_MS_153,Christ Church MS. 153,Christ_Church_MS_153,"Tan reversed calf, s. xix, with incised border. Inside the back cover a note of repair 21 February 1900, counting 107 pages [sic]. Thongs no longer discernible. Pastedowns and flyleaves modern paper, a ChCh bookplate on the front pastedown.",,,,,1800,1900,,,,,,,,,,,,,
Christ_Church_MS_154_binding_1,manuscript_3937,Christ_Church,Christ_Church_MS_154,Christ Church MS. 154,Christ_Church_MS_154,"Leather over millboards, s. xvii, sewn on five thongs. Simple gilded pattern on both boards, providing three rectangles with a fir-cone ornament pointing inwards on the innermost rectangle, and an eight-petalled flower pointing outwards on the middle rectangle. Signs of two cloth stubs near edge of the boards. Two nail-holes, 30mm apart, and some rubbing consonant with there having been a chain-staple at Watson’s position 4 (see provenance). Edges of leaves gilded. A ChCh bookplate pasted to the inside of the upper board.",,,,,1600,1700,,,,,,,,,,,,,
Christ_Church_MS_167_binding_1,manuscript_3938,Christ_Church,Christ_Church_MS_167,Christ Church MS. 167,Christ_Church_MS_167,"Vellum, half-backed in rough card, possibly s. xviii. Sewn on two thongs. Pastedowns and conjoint flyleaves later (s. xx?) additions, with a rectangle cut out at front pastedown so as to reveal the ChCh bookplate. Same paper label stuck to spine with present manuscript number.",,,,,1700,1800,,,,,,,,,,,,,
Christ_Church_MS_178_binding_1,manuscript_3939,Christ_Church,Christ_Church_MS_178,Christ Church MS. 178,Christ_Church_MS_178,"Plain brown leather over millboards, with a thin gold stamped fillet, early s. xvii. Sewn on six thongs. On a red leather tab in the top spine compartment in gilt ‘Novve. Testa.’. Nails (17mm apart) and staining from a chain staple in Watson’s position 4 (see provenance). Nailholes on the back pastedown (but not in the lower board), apparently for the seatings of two straps, implying an earlier French binding running from the lower to the upper board. Edges red speckled. The front pastedown is old parchment, conjoint with the front flyleaf fol. i (manuscript waste, with bounds and rules in reddish brown ink for a text in double columns), with a ChCh bookplate.",,,,,1600,1625,,,,,,,,,,,,,
Christ_Church_MS_179_binding_1,manuscript_3940,Christ_Church,Christ_Church_MS_179,Christ Church MS. 179,Christ_Church_MS_179,"According to Katerina Powell of the Oxford Conservation Consortium (8th November 2011), the limp vellum binding is contemporary with the manuscript and the paste-downs are hand-made paper. Binding sewn on five thongs. Now hidden below the pastedowns at each cover, two stubs from green ribbon ties to close the volume. A ChCh bookplate on the front pastedown. No flyleaves.",,,True,1517,1517,1517,,,,,,,,,,,,,
Christ_Church_MS_180_binding_1,manuscript_3941,Christ_Church,Christ_Church_MS_180,Christ Church MS. 180,Christ_Church_MS_180,"Bound at the time of completion of the volume in spring 1599, with embroidered pink velvet over pasteboards made from re-used paper. The embroidery has beem assumed to be by Esther Inglis herself: Scott-Elliott and Yeo, ‘Calligraphic Manuscripts’, 21. There are similar, if less ornate, bindings on two of the other manuscripts she made at the same time, BL, MS Add. 27927, and Washington, DC: Folger Library, MS V.a.93. The binding on our manuscript is embroidered with stumpwork in silver, green and gold thread, and seed pearls, depicting a crowned Tudor Rose, surrounded by a laurel garland, within a border of flower motifs, on upper and lower boards. There is some damage, with lose of the top of the crown at the upper board, and some beads missing. Blue silk ties, now lost, edges gilt, rebacked in reverse calf. ChCh bookplate at inside of upper board.",,,True,1599,1599,1599,,,,,,,,,,,,,
Christ_Church_MS_338_binding_1,manuscript_3942,Christ_Church,Christ_Church_MS_338,Christ Church MS. 338,Christ_Church_MS_338,"Brown reversed calf over millboards, with a central rectangle formed of a floral roll and with fleurons at the corners, and a blind fillet at very edge of each board; attributable to Richard Sedgley and probably dating from the 1680s (see MS 340, binding). Sewn on six thongs. In the upper spine compartment, in gilt on a red leather tab ‘Ipswich College’, above which in pen ‘Statuta Collegij Ipsuicensis’ (s. xviiex / s. xviiiin; same hand on spine of MS 340 etc). Two holes through the gutter of all leaves (80mm and 175mm from foot); comparison with our MS 339 suggests that these once held the cords from which hung a box with the cardinal’s seal and this, in turn, suggests that the original binding was probably limp leather or possibly a wrapper. Present fol. 1 is rubbed, consonant with it having been left unbound after losing its early leaves.",,,,,1680,1690,,,,,,,,,,,,,
Christ_Church_MS_339_binding_1,manuscript_3943,Christ_Church,Christ_Church_MS_339,Christ Church MS. 339,Christ_Church_MS_339,"The original rough brown cloth over pasteboards in a chemise binding, tawny velvet lined with violet silk, fixed to each board by five Tudor rose bosses, s. xvi2/4. Sewn on five thongs. Two blue-grey cloth straps with gold embroidery ending in brass buckles (upper with the initials ‘ihs’, lower with ‘maria’ monogram, both with floral diamond-shaped appendage and eye-loop), with brass seats and pegs to attach to the lower board. Red and gold-coloured cords stabbed through the gutter of all the folios at two points (35mm and 140mm from foot) to attach the plain metal case holding Wolsey’s seal: part of the seal is missing at top left and the rest is rubbed; pointed oval, 135x 85mm; St Peter and St Paul housed within twin arches, below the cardinal’s coat of arms; inscription: ‘SIGILLUM THOMA....EN. MISER·ATIONE DIVINA CARDI¦¦’; an image of the same design of seal is available at Peter Gwyn, The King’s Cardinal (London, 1990), ill. 20. Pages are gilt-edged. There are rewashed marks, inverted at the lower board, showing that the boards were swapped, presumably at the point the watermarked paper was added, that is, during the late seventeenth-century campaign of conservation in which Richard Sedgley was employed (see Headnote).",,,True,,1525,1550,,,,,,,,,,,,,
Christ_Church_MS_340_binding_1,manuscript_3944,Christ_Church,Christ_Church_MS_340,Christ Church MS. 340,Christ_Church_MS_340,"Brown reversed calf over millboards, datable to 1683 (see below), with a central rectangle formed of a floral roll and with fleurons at the corners, both inside and outside the roll. Sewn on six thongs. In the top spine compartment, in gilt on red leather label ‘Cartularium S. Frideswidæ’; ‘Registrum de Oseney’ [sic] at the head of the spine in black ink (s. xviiex / s. xviiiin; same hand on spine of Archives, D&C vi.c.2 (= MS 338) etc. Attenuated remains of two pairs of blue ribbon ties. The binding of this manuscript is recorded in the Disbursement Book for 1683, ChCh Archives, xii.c.126, under third term, ‘Paper Wax and Parchment’: ‘Paid for binding {St Fridswist} Oseney booke in Calfe-skin pro bill – 4s’. It is signed by Richard Sedgley, a frequent binder for the House (the last payment to him is for binding an unspecified manuscript in 1719, the year of his death: xii.c.162, under first term). The confusion over which cartulary is meant echoes the ambivalence of the title on the spine, but it cannot be the Oseney Cartulary, D&C vi.c.1 (= MS 343), as that is still in its Cottonian binding.",,,,1683,1683,1683,,,,,,,,,,,,,
Christ_Church_MS_341_binding_1,manuscript_3945,Christ_Church,Christ_Church_MS_341,Christ Church MS. 341,Christ_Church_MS_341,"Remains of a tan leather chemise over earlier whittawed leather on bevelled wooden boards (most of both leather covers gone from the lower board), s. xiv. Sewn on four thongs, taken straight into the board, as in Pollard’s Figure 3. A groove for a strap at centre of leading edge on the upper board, and a diamond-shaped seating for a clasp-pin at the centre of the lower board. The front pastedown a fragment of a bifolium from a service book, s. xiiiex: ‘Servitium Beate Marie in Adventu’, identified by Salter with Francis Proctor and Christopher Wordsworth, Breviarium ad usum insignis ecclesiae Sarum, 3 vols (Cambridge, 1882–86), 2:294–97, 288–89. The rear pastedown parchment, integral to the final quire. On the spine, a damaged label with the number ‘[2]6’; above it, another label with the number ‘4’.",,,,,1300,1400,,,,,,,,,,,,,
Christ_Church_MS_342_binding_1,manuscript_3946,Christ_Church,Christ_Church_MS_342,Christ Church MS. 342,Christ_Church_MS_342,"Brown reversed calf, s. xvii4/4, over millboards, presumably the work of Richard Sedgley (see D&C vi.c.1 (= MS 340), binding). An outline fillet in blind with fleurons in the corners. Sewn on four thongs. At the head of the spine, ‘3’ on a paper tab, obscuring a note of contents written in pen in same hand as on our D&C vi.c.2 (= MS 338) etc; in the upper spine compartment, in gilt on a red leather label ‘Cartulari Eynesham’.",,,,,1675,1700,,,,,,,,,,,,,
Christ_Church_MS_343_binding_1,manuscript_3947,Christ_Church,Christ_Church_MS_343,Christ Church MS. 343,Christ_Church_MS_343,"Brown leather over millboards, s. xviiin. A defaced gold stamped armorial (Robert Cotton’s) in the centre of both boards; as Jane Eagan in her conservation report (11th March 2016) comments, it seems as if the gilding has been intentionally removed, and there are signs of red wax perhaps intended to cover the arms. Brass fittings with fragments of leather straps on the upper board, their clasps at the leading edge of the lower. Sewn on five thongs. At the head of the spine, the former Chapter House number ‘24’ in a paper lozenge (see provenance); in the upper spine compartment, in gilt on a red leather label, ‘Cartularium Osney’, gold floral stamps on the spine. Pastedowns old parchment; at rear of volume, on the first pastedown (of four, pasted together), there is a continuation of the table of contents, dated to 1689 and signed by ‘AW’, that is Anthony Wood. At the front, one parchment flyleaf with a pasted-on fragment of an engraved frontispiece (ii and i, respectively). Colin G. C. Tite, The Early Records of Sir Robert Cotton’s Library(London, 2003), 271 reproduces fol. i.",,,,,1600,1625,,,,,,,,,,,,,
Christ_Church_MS_344_binding_1,manuscript_3948,Christ_Church,Christ_Church_MS_344,"Christ Church MS. 344 = Christ Church Archives, D&C vi.c.4",Christ_Church_MS_344,"Light brown reversed calf over millboards with plain rectangular design, with some dark patches perhaps suggesting it was originally gold tooled, s. xvii4/4. Sewn on six thongs. At top of spine, written in black ink: ‘Char-|ters’. Below that, in upper-most compartment of spine, a red leather slip with in gold letters: ‘Charters &c.’ In next compartment down, the remains of a paper slip. In its material, design, red slip and note in pen, this binding is very similar to our D&C vi.c.1 and 2 (= MSS 340 and 338), and thus can be attributed to Richard Sedgley and tentatively dated to the 1680s (see D&C vi.c.1, binding).",,,,,1675,1700,,,,,,,,,,,,,
Christ_Church_MS_417_binding_1,manuscript_3951,Christ_Church,Christ_Church_MS_417,Christ Church MS. 417,Christ_Church_MS_417,"Brown cloth over millboards by Maltby of Oxford (s. xx). Sewn on four thongs. Modern paper pastedowns and endleaves, a ChCh bookplate on the front pastedown. At the front, the modern paper flyleaf, a heavy parchment leaf (probably from an older wrapper), a modern paper leaf, and an early modern paper leaf (fol. 1); at the rear, the other half of the wrapper and a modern paper flyleaf.",,,,,1900,2000,,,,,,,,,,,,,
Christ_Church_MS_456_binding_1,manuscript_3952,Christ_Church,Christ_Church_MS_456,Christ Church MS. 456,Christ_Church_MS_456,"Limp leather with, on front and on the spine ‘Calendarium Romanum Written’ in a slanted humanist bookhand (probably neither the scribe nor the named early owner), s. xvi/xvii. Two small holes on each cover where there would have been ties. A ChCh bookplate on inside of front cover, above which the pencil shelfmark ‘O.S.3.10’ (s. xix), cancelled and replaced by present shelfmark which is also on a tab on the spine.",,,,,1590,1610,,,,,,,,,,,,,
Christ_Church_MS_473_binding_1,manuscript_3953,Christ_Church,Christ_Church_MS_473,Christ Church MS. 473,Christ_Church_MS_473,"Thin boards covered with paper, without a spine, attached by three strings (s. xix). On the inside of the upper board, a ChCh bookplate, above which a note: ‘ChCh Library. The Gift of the Dean 29.xi.1899’ (this information is repeated at the foot of the final verso). Stuck to the first folio is a leaf from a bookseller’s catalogue, Ellis & Elvey, listing this volume as item 175, where it is described as ‘very clearly written, and appears to be an original document of the latter part of Elizabeth’s reign’, with its sale price being £1/1.",,,,,1800,1900,,,,,,,,,,,,,
Christ_Church_MS_486_binding_1,manuscript_3954,Christ_Church,Christ_Church_MS_486,Christ Church MS. 486,Christ_Church_MS_486,"Backed and with corners in dark blue leather over thick card, which is covered in marbled paper, ?s. xix. Stamped at lower edge of front pastedown ‘Douglas & Foulis, Edinburgh’. On the spine, in gold: ‘DIDO TRAGŒDIA – OXONIÆ – M.S. 1583’. A Wake bookplate stuck to the front pastedown.",,,,,1800,1900,,,,,,,,,,,,,
Christ_Church_MS_507_binding_1,manuscript_3955,Christ_Church,Christ_Church_MS_507,Christ Church MS. 507,Christ_Church_MS_507,"Red leather over millboards with a triple fillet in gilt, by Zaehnsdorf of Bermondsey, provided for its late nineteenth-century owner, Henry White of Kensington (see provenance), s. xix2. Sewn on five thongs. In gilt in the spine compartments, ‘Ovidii Heroides M.S. in membranis sec. xiv’. Pastedowns and endleaves (fol. i and 52) modern parchment, a ChCh bookplate on the front pastedown. The former medieval pastedowns, on paper, are pasted to paper flyleaves (fol. ii and 51).",,,,,1850,1900,,,,,,,,,,,,,
Christ_Church_MS_508_binding_1,manuscript_3956,Christ_Church,Christ_Church_MS_508,Christ Church MS. 508,Christ_Church_MS_508,"Brown russia letter, gilt stamps and bit tooled, s. xix, over millboards. Sewn on three thongs. In the spine compartments ‘Ovidius de tristibus M.S. saec. xiv [sic]’ in gilt. Endleaves and pastedowns marbled paper, a ChCh bookplate on the front pastedown.",,,,,1800,1900,,,,,,,,,,,,,
Christ_Church_MS_646_binding_1,manuscript_3958,Christ_Church,Christ_Church_MS_646,Christ Church MS. 646,Christ_Church_MS_646,"Blind-stamped leather over boards on five thongs, s. xvimed, the upper board rather worn. The design of each board has a centrepiece within which sits a monogram of interlocking ‘D’ and reversed ‘D’ with central bar, used by Diane; those initials have above and below a tool of a flaming torch enwrapped by a ?snake, and an upward-facing crescent appears twice above, twice below and once to each side. The centrepiece is placed within concentric rectangles, with floral corner-pieces and a repetition of the torch tool. On the spine, the stamping in the compartments alternates between the interlocked crescents and a smaller version of the initials monogram. There are signs that there were once two cloth ties. Presently held within a box, made of red card with spine of red leather, designed to imitate a binding on five thongs (s. xx). In gold in the second compartment: ‘Inventaire des biens cedes par la Duchesse d’Étampes à Diane de Poitiers’; in the third: ‘Relié aux chiffres et emblems de Diane de Poitiers’; in the last: ‘Manuscrit 1554’.",,,,,1540,1560,,,,,,,,,,,,,
Christ_Church_MS_684_binding_1,manuscript_3959,Christ_Church,Christ_Church_MS_684,Christ Church MS. 684,Christ_Church_MS_684,"Housing The roll is now housed in a guard-box mounted on card. This is a result of a conservation exercise carried out in 2011–12. This removed it from its previous home, a velvet-covered frame with heavy interlace wood carvings; this frame was mounted on the south wall of the Manuscript Room, behind a red curtain. This frame, ‘likely to date from late 19th century’, and the problems it created for conservation are reported by Powell, ‘Restoring Wolsey’s Household List’ (with photo of frame). As noted above, prior to being placed in a frame, it appears to have been kept in a canister.",,,,2011,2011,2011,,,,,,,,,,,,,
Christ_Church_MS_687_binding_1,manuscript_3906,Christ_Church,Christ_Church_MS_687,Christ Church MS. 687,Christ_Church_MS_687,"Housing Held now in a small card file, with label: ‘C13 friar’s book’.",,,,,1900,,,,,,,,,,,,,,
Christ_Church_MS_689_binding_1,manuscript_3960,Christ_Church,Christ_Church_MS_689,Christ Church Mus 1295 (aka MS. 689),Christ_Church_MS_689,"Vellum over stiff board, s. xx. Sewn on three thongs. Modern parchment pastedowns, and modern parchment bifolia at the front and at the rear.",,,,,1900,1990,,,,,,,,,,,,,
MS_E_D_Clarke_3_binding_1,manuscript_3995,Clarke,MS_E_D_Clarke_3,MS. E. D. Clarke 3,MS_E_D_Clarke_3,"The sides of board covered with leather stamped (14th cent.?), the back modern.",,,,,1300,1400,,,,,,,,,,,,,
MS_E_D_Clarke_4_binding_1,manuscript_4005,Clarke,MS_E_D_Clarke_4,MS. E. D. Clarke 4,MS_E_D_Clarke_4,"Sides of stamped leather on boards (old), back modern.",,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_5_binding_1,manuscript_4016,Clarke,MS_E_D_Clarke_5,MS. E. D. Clarke 5,MS_E_D_Clarke_5,"Sides of stamped leather on boards (old) (as no. 18366), with clasps.",,,,1836,1836,1836,,,,,,,,,,,,,
MS_E_D_Clarke_7_binding_1,manuscript_4019,Clarke,MS_E_D_Clarke_7,MS. E. D. Clarke 7,MS_E_D_Clarke_7,"Sides of stamped leather on boards (old), back modern.",,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_10_binding_1,manuscript_3974,Clarke,MS_E_D_Clarke_10,MS. E. D. Clarke 10,MS_E_D_Clarke_10,"Stamped leather on boards, on the sides ̒ĪC̄, ̕ ̒X̄C̄.̕.",,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_11_binding_1,manuscript_3975,Clarke,MS_E_D_Clarke_11,MS. E. D. Clarke 11,MS_E_D_Clarke_11,"Stamped leather on boards, the back modern.",,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_15_binding_1,manuscript_3979,Clarke,MS_E_D_Clarke_15,MS. E. D. Clarke 15,MS_E_D_Clarke_15,Stamped and gilt leather on boards.,,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_16_binding_1,manuscript_3980,Clarke,MS_E_D_Clarke_16,MS. E. D. Clarke 16,MS_E_D_Clarke_16,Stamped leather on boards.,,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_18_binding_1,manuscript_3982,Clarke,MS_E_D_Clarke_18,MS. E. D. Clarke 18,MS_E_D_Clarke_18,"Pink leather on boards, with clasps (15th cent.).",,,,,1400,1500,,,,,,,,,,,,,
MS_E_D_Clarke_19_binding_1,manuscript_3983,Clarke,MS_E_D_Clarke_19,MS. E. D. Clarke 19,MS_E_D_Clarke_19,"Pink leather on boards, with clasps (15th cent.).",,,,,1400,1500,,,,,,,,,,,,,
MS_E_D_Clarke_20_binding_1,manuscript_3985,Clarke,MS_E_D_Clarke_20,MS. E. D. Clarke 20,MS_E_D_Clarke_20,Light green leather (16th cent.?).,,,,,1500,1600,,,,,,,,,,,,,
MS_E_D_Clarke_21_binding_1,manuscript_3986,Clarke,MS_E_D_Clarke_21,MS. E. D. Clarke 21,MS_E_D_Clarke_21,Light green leather (16th cent.?).,,,,,1500,1600,,,,,,,,,,,,,
