metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Holkham_Gr_40_addition_1,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 2v (bottom): ἕως ὤδε τελειώνει ὁ πρῶτος/ τόμος ὁ βεβράϊνος τοῦ κατὰ ἰωάννην/ εὐαγγελίου καὶ συμφωνεῖ ἕως ἐνταῦθα/ Χρυσοστόμου ἀρχὴ τοῦ β´τόμου τοῦ κατὰ ἰωάννην εὐαγγελίου/ Εἰς κεφάλαια ς´τοῦ κατὰ ἰωάννην ἁγιου εὐαγγελίου.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_2,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 6v (top): εὕρηται ἡ ἀρχὴ τοῦ κατὰ Ἰωἀννην εὐαγγελίου/ ἐν ἄλλω ἔχων λόγους μδ´καὶ ὤδε τὸ λειπὸν·,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_3,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 7r (top): Ἰδοῦ καὶ τὸ ἐπιλεῖπον/ τοῦ κατὰ Ἰωἀννην,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_4,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 46r (top): Σημείωσαι εἰς τὸ ζ´ κεφάλαιον τοῦ ἁγίου εὐαγγελίου κατὰ Ἰωάννην τῆς στάμπας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_5,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 68r (top): κεφάλαιον η´ τοῦ κατὰ Ἰωάννην εὐαγγελίου ἐν τῷ τῆς στάμπας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_6,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 71r: (top): εἰς τὸ η´ κεφάλαιον τοῦ κατὰ Ἰωάννην εὐαγγελίου τῆς στάμπας ἐν τῷ τέλει τοῦ αὐτοῦ/ κεφαλαίου. Σημείωσαι,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_7,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 83r (top): εἰς τὸ θ᾽ κεφάλαιον τοῦ κατὰ Ἰωάννην εὐαγγελίου τῆς στάμπας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_8,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 97v (top): εἰς τὸ τέλος τοῦ θ᾽ κεφαλαίου τοῦ κατὰ Ἰωάννην εὐαγγελίου,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_9,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 106r (top): Σημείωσαι εἰς τὴν ἀρχὴν τοῦ ι´ κεφαλαίου τοῦ κατὰ Ἰωάννην εὐαγγελίου τῆς στάμπας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_10,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 140r(top): ἐγγὺς τοῦ τελοὺς τοῦ ια´ κεφαλαίου τοῦ κατὰ Ἰωάννην εὐαγγελίου τῆς στάμπας,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_11,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 246r: + κύριε υησοῦ χριστὲ ὁ θεὸς ἡμῶν ἐλέησον ἡμᾶς,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_12,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 217r (top): ἐπὶ μέσης τοῦ ια´ κεφαλαίου τοῦ κατὰ Ἰωάννην εὐαγγελίου στάμπας (change pf hand): ταῦτα λελἅ,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_40_addition_13,manuscript_6164,Holkham_gr,MS_Holkham_Gr_40,MS. Holkham Gr. 40,manuscript,,MS_Holkham_Gr_40,fol. 257v: + περιποθήτως καὶ παντ ἠγαπημέν μιαὐτὸς καὶ πενθεράς ἀν τόπον σεευσι το ποτε καμου/ καλεί ωλη καλει μουτ και τῆς συμήβηὤν μουσρίνου καὶ παντὸς τοῦ λαοῦ σιν/ ἐγὼ ὁ υιὸς ὅ,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_41_addition_1,manuscript_6165,Holkham_gr,MS_Holkham_Gr_41,MS. Holkham Gr. 41,manuscript,,MS_Holkham_Gr_41,fol. 1r: τοῦ ἐν ἁγίοις πατρὸς ἡμῶν ἰωάννου τοῦ/ χρυσοστόμου λόγοι διαφορ οιιως,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_41_addition_2,manuscript_6165,Holkham_gr,MS_Holkham_Gr_41,MS. Holkham Gr. 41,manuscript,,MS_Holkham_Gr_41,fol. 66r (vertically written): + ἀπεμενα τὸν θεοδορον ης τὸν αφεντη μου και εις την μανα μου και ης τα αδε(λφια μου,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_41_addition_3,manuscript_6165,Holkham_gr,MS_Holkham_Gr_41,MS. Holkham Gr. 41,manuscript,,MS_Holkham_Gr_41,fol. 191r (bottom): + τίς οὐ κλαῦσι καὶ θρινήση μέγα τοῖς κατ᾽ημέραν αμαρτωλοῖς καὶ ελεεινοῖς ἀκουσθὲν/ ταῦτα: οὐαὶ οὐαὶ καὶ πλεῖον οὐδὲν.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_41_addition_4,manuscript_6165,Holkham_gr,MS_Holkham_Gr_41,MS. Holkham Gr. 41,manuscript,,MS_Holkham_Gr_41,fol. 325r: ὅρα ὅλον ἀναγ (written vertically on the left side up to that point)καῖον καὶ ἐπὶ μνήμης πάντοτε ἀρμόζει φέρειν ἐπὶ τοῖς τοιοῦτοις.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_41_addition_5,manuscript_6165,Holkham_gr,MS_Holkham_Gr_41,MS. Holkham Gr. 41,manuscript,,MS_Holkham_Gr_41,fol. 345r (bottom): ἆρα οὐ δάκνη τὸ συνειδὸς τῶν ἁγίων ρημάτων τοῦ το εἰ καὶ θηρίων ἀγρίων/ χείρους ἐμε;,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_1,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,"many annotations by various people, including several Morezenoi, see e.g. fols 4r, 11r, 13v, 15r, 31r, 113b-c",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_2,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,fol. iiir:ὅτι ὁ ἱερὸς λέγει χρυσόστομος περὶ τῆς τοῦ Ἰουδαίου/ συναγωγῆς δέον εἶπε αὐτὴν καὶ βδελύττεσθαι καὶ μισεῖν.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_3,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,"ὅτι ὁ ἱερὸς φάσκει χρυσόστομος οἱ Ἰουδαῖοι τὸν Θεοῦ υἱὸν οὐκ/ ἐδέχθησαν, καὶ κατ᾽αὐτοῦ ἑτέρου ὡς ἔτι ἕτεροι παρ᾽ αὐτοῖς /αὐτοὶ πειρὰν τῶν προφητῶν ἔγνωσαν. ὅμως δὲ Ἰούδα/ τινὸς καὶ Θευδω πολλὰ ἐπήκουσαν καὶ ἀπόλωνι:",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_4,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,fol. iiiv: ὅτι σωτηρία τὸ ἡμέτερον πάσχα/ ὁ χριστὸς ἐστὶ ἡμῶν σωτηρία/ ἄρα ὁ χριστὸς ἐστὶ τὸ πάσχα.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_5,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,ὅττι χριστὸς ἐστὶ τὸ πᾶσχα/ Ἰουδαῖοι οὐ λέγουσι ὁ χριστὸς/ ἄρα Ἰουδαίους οὐκ ἔχουσι πᾶσχα.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_6,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,fols 345r-345v (in red ink): τέλος/ τῷ συντελεστῇ τῶν καλῶν Θεῷ χάρις.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_7,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,"fol. 346r: ταῦτα ναοῦ δοθέντος καὶ τῆς ἄλλης λατρείας ἀἱπάσης, εἶτα ἐμπρησθέντος τοῦτου καὶ πάντων ἀνερεθέντων ἐν βαβηλόνι ἐπάλιν ἰεζεκιὴλ // ὁ μονογενῆς υἱὸς ὁ ὢν ἐν τοῖς κόλποις τοῦ τοῦ πατρὸς ἐκεῖνος ἐξηγήσατο.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_8,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,"+ Σήμερον ὁ κύριος ἀνελήφθη, οἱ ἀνθρωποι σκιρτάτωσαν/ καὶ γὰρ ἡ σὰρξ ἐθεώθη εἰς οὐρανοὺς ἀναπτάσα",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_42_addition_9,manuscript_6166,Holkham_gr,MS_Holkham_Gr_42,MS. Holkham Gr. 42,manuscript,,MS_Holkham_Gr_42,+ Ἄνθρωποι εὐφράνθητε μετ᾽ ἀγγέλων. ὁρόντες τὴν/ μετάρσιον θεοῦ γὰρ θείαν ἔλευσιν εἰς οὐρανοὺς sup. lin. τὰ ἄνω. subscr. θεοῦ γὰρ θείαν ἔλευσιν εἰς τὰ ἄνω,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_43_addition_1,manuscript_6167,Holkham_gr,MS_Holkham_Gr_43,MS. Holkham Gr. 43,manuscript,,MS_Holkham_Gr_43,"fol. 118r (in hand of Morezenos, in black ink): Σημείωσαι ὅτι τὰ ἐξῆς ταῦτα ἐρωτήματα τοῦ μακαρίου Ἀναστασίου/ εὑρήσεις ἐν τῷ ἑτέρῳ βιβλίῳ",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_43_addition_2,manuscript_6167,Holkham_gr,MS_Holkham_Gr_43,MS. Holkham Gr. 43,manuscript,,MS_Holkham_Gr_43,Σημείωσαι ὅτι πᾶσαι μὲν αἱ ἐρωταποκρίσεις τοῦ ἁγίου Χρυσοστόμου/ εἰσὶν ὀγδοήκοντα δύο καὶ εὑρήσεις ἐν τῷ ἑτέρῳ βιβλιῳ.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_45_addition_1,manuscript_6169,Holkham_gr,MS_Holkham_Gr_45,MS. Holkham Gr. 45,manuscript,,MS_Holkham_Gr_45,fol. 228r: ἄχρι τούτου εἶχε τὸ πρωτότυπον. Extensively annotated by several hands including J. Morezenos.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_46_addition_1,manuscript_6170,Holkham_gr,MS_Holkham_Gr_46,MS. Holkham Gr. 46,manuscript,,MS_Holkham_Gr_46,"fol. iiir: Texts in Latin; tit. Conlusiones. Extensively annotated by several hands, including I. Morezenos.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_47_addition_1,manuscript_6171,Holkham_gr,MS_Holkham_Gr_47,MS. Holkham Gr. 47,manuscript,,MS_Holkham_Gr_47,Annotated by I. Morezenos; fol. 194r (colophon by the scribe): τέλος τῆς ἑορταστικῆς λης´κυρίλλου καὶ τελευταίας· τῷ θ(ε)ῷ δόξα αἰωνία.,,,,,,,,,,I. Morezenos,person_106872042,,,,,,
MS_Holkham_Gr_48_addition_1,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,Largely annotated by J. Morezenos.,,,,,,,,,,,,J. Morezenos,person_106872042,,,,
MS_Holkham_Gr_48_addition_2,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"fol. 201r (on top, but trimmed after binding process): Τὸ βιβλίον τοῦτο ἔχει […",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_3,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"fol. 260v (after the main text, added in hands of J. Morezenos): ἡ εἰρήνη ἡμῶν, Χριστὸς/τὸ θεῖον, ἐστὶ εἰρηνικὸν/ ἄρα τὸ θεῖον, ἐστὶ χριστὸς",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_4,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"fols 313r (in a pasted leaf, basically in hands of Morezenos):",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_5,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,Parahymnographical texts: Πρὸς Τῶν οὐρανίων ταγμάτων,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_6,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"Ἡ χάρις θνήσκει οὐδέπω, ἀλλ᾽ ὁ ἀχάριστος ἄγνωστος ὄντως πέλει, ταύτης οὐ μεμνημένος, ἄνθρωπος καλεῖσθαι ἀξιωθείς, οὐ πρεπόντως ἐνδέχεται.Τοῖς γὰρ ἀλόγοις αἰσχρότερος, γεγονὸς, καὶ τὸ ἄνθρωπος ἀπώλεσεν. πρὸς τὸ οἶκος τοῦ ἐφραθᾶ",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_7,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,Χἀριν παρὰ Θεοῦ οἱ ἅγιοι λαβῶντες τεράστηα τελοῦσι καὶ θαύματα παντοῖα μείζωνα τοῦ παρέχοντος.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_8,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"Χάριτας δικαίας καὶ δίδου καὶ λαμβάνη/Χάριτας ἀμνημονως, οὐκ ἔστιν ἀνθρώπινον/ Χάρις οὐ θνήσκει ἀχάριστος δὲ μᾶλλον.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_9,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"Χάριν οἱ γηγενεῖς, τὸ πρώτερον ἑκόντες, οἰκείᾳ διαθέσει, ἀπώλεσαν ἀφρόνως· ἔχοντες, γνησιώτατα.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_10,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"Χάριν ὁμολογεῖν, καὶ ἀμοιβᾶς παρέχειν, ἀνθρώπινον ὑπ[άρ]χει· τὴν χάριν ἀφθωνέστατα, διδόντι ἀληθέστατα.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_11,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,fols 313v (written by a different hand): Πίναξ Θεοδωρίτου εἰς τὸν προφήτην δανιὴλ,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_12,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,παρθενία ἐστὶν ὁμοίωσις θεῷ/σοφρωσύνη ἐστὶ παρθενία ἢ γὰρ ὡς ἐστὶ παρ[θενία]/ἄρα σοφρωσύνη ἐστὶν ὁμοίωσις θεῷ.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_13,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,—,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_14,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,ὅτι καλὸν ἡ παρθενία,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_15,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"καὶ ὁ γάμος καλὸν, οὔτω καὶ σεμνὸν οὕτω καὶ σωφροσύνη/ ἄρα ὁ γάμος παρθενία, ἐξ ἀμφοτέρον ἐπινοεῖται ὅσα",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_16,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"ὅτι παρθενία ὁμοίωσις θεῷ, καὶ γὰρ ἀληθῶς ὅτι ὁ θεὸς παρθενίαν ἀσκεῖ(?)/ γάμος ἐστὶν ὁμοίωσις θεῷ, καὶ γὰρ ὁμειοῦται ὃ ὸθεν καὶ ὁμοίως τὰ γὰρ ἔργα τοῦ πολέμου/ ἄρα ὁ γάμος παρθενία",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_17,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,(in a different hand) Ὅτι καλὸν ἡ παρθενία,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_18,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"ὅτι ἡ παρθενία ὁμοίωσις θεῷ,/καὶ γὰρ ὅτι ὁ θεὸς παρθενίαν ἀσκεῖ/ γάμος ἐστὶν ὁμοίωσις θεῷ, ἄρα ὁ γάμος παρθενία ὅταν τὰ ἔργα ποιεῖ",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_19,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"fols 314v: ἐρωτᾶν χρῆ τοὺς Ἰουδαίους,/ εἰ ἦλθεν ὁ Χριστὸς, καὶ ποταπῶς ἐλεύσεται ὡς θεὸς ἢ ὡς προφήτης.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_20,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"πῶς μέλλει ἐλθεῖν μετὰ δόξης ἢ ταπεινῶς,/ τί μέλλει ποιῆσαι,/ πότε μέλλει ἐλθεῖν,/διατὶ θέλει ἐλθεῖν,",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_21,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,"Σημ. εἰ ἦλθεν ὁ χριστὸς καὶ οὐκ ἐδέχθημεν ἂν, τοῦτο κακόν/εἰ δὲ ἐλθόντας ὡς οἱ προφῆται ἔγνωσαν τὸν καιρὸν/ καὶ τὰ πάντα, ἀσαφὴσαν· ἐπιστεύσαντο αὐτῷ. τἰ τὸ/ ἠμμέρον ἁμαρτῆμα, ἐξ έναντίας δὲ καὶ πρὸς ὑμᾶς",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_22,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,Ση. Εἰ οὐκ ἦλθεν ὀ χριστὸς ἐλθόντος αὐτοῦ/ Πὺ μέλλει οἰκεῖν ἐν ποίῳ τόπῳ.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_23,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,Ση ἀρχομένου τοῦ χριστοῦ ποῖαν ἱερωσύνην λάβη/ Τὴν γὰρ ὑμμετεραν ἀπελασμοῦ ἀποκλεισμοῦ; εὑρίσης,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_48_addition_24,manuscript_6172,Holkham_gr,MS_Holkham_Gr_48,MS. Holkham Gr. 48,manuscript,,MS_Holkham_Gr_48,ἐρχόμενος ὁ κύριος ἡμεῖς φαμεν ὅττι βασιλείαν ἔστηςεν ἡμετέρας/ἀγνοίας καὶ φέρειν τὴν ἥμων ἄρα ἀλλ`ἔχει ποιῆσαι ποίῳ τρόπῶ φητη/φανη;,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_49_addition_1,manuscript_6173,Holkham_gr,MS_Holkham_Gr_49,MS. Holkham Gr. 49,manuscript,,MS_Holkham_Gr_49,Prophets’ names in hand of Morezenos? (on top of each page).,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_50_addition_1,manuscript_6175,Holkham_gr,MS_Holkham_Gr_50,MS. Holkham Gr. 50,manuscript,,MS_Holkham_Gr_50,Prophets’ names in hand of Morezenos? (on top of each page).,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_51_addition_1,manuscript_6176,Holkham_gr,MS_Holkham_Gr_51,MS. Holkham Gr. 51,manuscript,,MS_Holkham_Gr_51,"Prophets’ names in hand of Morezenos? (on top of each page); Also fol. 36v: Prophet name in hand of the scribe, in red ink.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_52_addition_1,manuscript_6177,Holkham_gr,MS_Holkham_Gr_52,MS. Holkham Gr. 52,manuscript,,MS_Holkham_Gr_52,: copiously annotated by J. Morezenos. Pen trial and arithmetic calculations (upside down) on fol. 145v.,,,,,,,,,,,,J. Morezenos,person_106872042,,,,
MS_Holkham_Gr_55_addition_1,manuscript_6180,Holkham_gr,MS_Holkham_Gr_55,MS. Holkham Gr. 55,manuscript,,MS_Holkham_Gr_55,"fol. 113v (left margin, later addition) ἐκφωνως or νησις and several annotations mainly by Morezenos.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_57_addition_1,manuscript_6182,Holkham_gr,MS_Holkham_Gr_57,MS. Holkham Gr. 57,manuscript-composite,,MS_Holkham_Gr_57,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_58_addition_1,manuscript_6183,Holkham_gr,MS_Holkham_Gr_58,MS. Holkham Gr. 58,manuscript,,MS_Holkham_Gr_58,fol. 45r (bottom right) ση λίπει φύλον ἓν καὶ εἴμισι. Also widely annotated by I. Morezenos.,,,,,,,,,,,,I. Morezenos,person_106872042,,,,
MS_Holkham_Gr_59_addition_1,manuscript_6184,Holkham_gr,MS_Holkham_Gr_59,MS. Holkham Gr. 59,manuscript,,MS_Holkham_Gr_59,"Fol. iii(r): Νικηφόρου κωνσταντινουπόλεως; fol. 32r: ἄφισε τοῦ καὶ ἄγωμεν ὀμπρὸς εἰς τὸ ε´ τετράδιον διὰ τὸ σφάλμα τοῦ σταχωτῆ.; fol. 40r: ἄγωμεν ὀμπρὸς ἕναν τετράδιον, εἰς τὸ ζ δ; τὸ σφάλμα τοῦ σταχωτῆ. ; fol. 726r: τέλος καὶ τῷ θεῷ δόξα ἐν ἔτη ιζςγω ὑπῆρχε δὲ τὸ ἀντίγραφον ιςτλθ´ ἐτῶν.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_60_addition_1,manuscript_6186,Holkham_gr,MS_Holkham_Gr_60,MS. Holkham Gr. 60,manuscript,,MS_Holkham_Gr_60,fol. 149r: Εἰς των κερὸν τοῦ δαυῒδ τρεῖς ἐτελεύτησαν/άντριὁμένη νεβὸθ καὶ γολιὰθ καὶ σαοὺλ.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_60_addition_2,manuscript_6186,Holkham_gr,MS_Holkham_Gr_60,MS. Holkham Gr. 60,manuscript,,MS_Holkham_Gr_60,fol. 149v: Vocabulary with words translated into the vernacular: ὁρμος καὶ συρὰ ἡ κολαΐνα: ὁρμίσκος τὸ δακτιλ ὁλοἔχειρος ὁ κατζόχειρος· ὁλωστένη ἡ γελ στα ἅμμος τὸ κορτάρι και ἡ αε ψ ὅλβος ὁ πλοῦτος ὁλην πὴλασὺ τα κατασκοτ ὅλαξ τὸ ἀβλάκη. Δωπηκι του κυ και δεσπότου ὅλη ρα ἡ τραγὴ,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_61_addition_1,manuscript_6187,Holkham_gr,MS_Holkham_Gr_61,MS. Holkham Gr. 61,manuscript,,MS_Holkham_Gr_61,"Annotations by J. Morezenos, especially in the beginning of the volume.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_64_addition_1,manuscript_6190,Holkham_gr,MS_Holkham_Gr_64,MS. Holkham Gr. 64,manuscript,,MS_Holkham_Gr_64,Extensively annotated by J. Morezenos throughout the text.,,,,,,,,,,,,J. Morezenos,person_106872042,,,,
MS_Holkham_Gr_64_addition_2,manuscript_6190,Holkham_gr,MS_Holkham_Gr_64,MS. Holkham Gr. 64,manuscript,,MS_Holkham_Gr_64,fol. 300v (another later hand in grey ink): ἄνδρες ἀρκαδινοῖς ἀλνεἴπτορες (=ἀντιλήπτορες?)· ἢ ρέχομεν (=παρέχομεν?) τὶ; the same hand copied part of the colophon as follows: ἐγράφη ἡ παροῦσα θεόπνευστος βίβλος χειρὶ τοῦ τα,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_66_addition_1,manuscript_6192,Holkham_gr,MS_Holkham_Gr_66,MS. Holkham Gr. 66,manuscript,,MS_Holkham_Gr_66,The text is largely annotated by J. Morezenos.,,,,,,,,,,,,J. Morezenos,person_106872042,,,,
MS_Holkham_Gr_67_addition_1,manuscript_6193,Holkham_gr,MS_Holkham_Gr_67,MS. Holkham Gr. 67,manuscript,,MS_Holkham_Gr_67,Various comments on the content of the text by the copyist throughout the MS. Also:,,,,,,,,,,,,,,,,,
