identifiers: ID,identifiers: URI (BnF),identifiers: URI (GND),identifiers: URI (ISNI),identifiers: URI (LC),identifiers: URI (Mirabile),identifiers: URI (Oxford DNB),identifiers: URI (Pinakes),identifiers: URI (SUDOC),identifiers: URI (VIAF),identifiers: URI (Wikidata),identifiers: other ref(s),identifiers: other URI(s),names: display,names: preferred,names: variant,names: crossref,names: ms,birth: birth,birth: when,birth: not before,birth: not after,birth: certainty,birth: calendar,death: death,death: when,death: not before,death: not after,death: certainty,death: calendar,floruit: floruit,floruit: when,floruit: from,floruit: to,floruit: not before,floruit: not after,floruit: certainty,floruit: calendar,biography: occupation,biography: sex,biography: nationality,biography: lang knowledge,biography: residence,biography: affiliation,bibliography: bibl(s),bibliography: note(s)
person_39386049,http://catalogue.bnf.fr/ark:/12148/cb119854464,http://d-nb.info/gnd/118679139,http://www.isni.org/isni/0000000122785193,http://id.loc.gov/authorities/names/n79006490,,,,http://www.idref.fr/02739557X/id,https://viaf.org/viaf/39386049,http://www.wikidata.org/entity/Q201484,,,"Dee, John, 1527–1608",,"Dee, Giovanni, 1527–1608; Dee, Ioannes, 1527–1608; Dee, Joannes, 1527–1608; Dee, Johannes, 1527–1608; Dee, Johann, 1527–1608",,,1527-07-13,1527,1527,1527,,,1608,1608,1608,1608,,,,,,,,,,,,,,,,,,
person_39386818,http://catalogue.bnf.fr/ark:/12148/cb11994300h,http://d-nb.info/gnd/118643908,http://www.isni.org/isni/0000000116245633,http://id.loc.gov/authorities/names/n79059105,,,,http://www.idref.fr/028024214/id,https://viaf.org/viaf/39386818,http://www.wikidata.org/entity/Q380845,,,"Aelred, of Rievaulx, Saint, 1110–1167",,"Adelredus, von Rievaulx, 1110–1167; Adilredus, Abbas, 1110–1167; Adilredus, von Rievaulx, 1110–1167; Aelfricus, Abbas, 1110–1167; Aelredo, di Rievaulx, 1110–1167; Aelredo, di Valleridente, 1110–1167; Aelredus, Abbas Rievallensis, 1110–1167; Aelredus, Heiliger, 1110–1167; Aelredus, Rhievallensis, 1110–1167; Aelredus, Rhievallus, 1110–1167; Aelredus, Rievallensis, 1110–1167; Aelredus, de Rievalle, 1110–1167; Aelredus, de Rivalle, 1110–1167; Aelredus, of Rievaulx, 1110–1167; Aelred, de Rievaulx, 1110–1167; Aelred, de Rievaux, 1110–1167; Aelred, of Rievaulx, 1110–1167; Aelred, von Hexham, 1110–1167; Aelred, von Rieval, 1110–1167; Aethelredus, Abbas, 1110–1167; Aethelred, de Rievaux, 1110–1167; Ailredus, Rievallensis, 1110–1167; Ailredus, von Rievaulx, 1110–1167; Ailred, de Rievaux, 1110–1167; Ailred, de Rivaulx, 1110–1167; Ailred, of Rievaulx, 1110–1167; Ailred, von Rievaulx, 1110–1167; Alfredus, Abbas Rhievallensis, 1110–1167; Alfredus, von Rievaulx, 1110–1167; Alnred, de Rivaulx, 1110–1167; Alredus, von Rievaulx, 1110–1167; Alred, von Rievaulx, 1110–1167; Alured, von Rievaulx, 1110–1167; Ealred, von Rievaulx, 1110–1167; Edilredus, Abbas, 1110–1167; Eitelredus, Abbas, 1110–1167; Eleredus, von Rievaulx, 1110–1167; Elfricus, Abbas, 1110–1167; Elredo, de Rieval, 1110–1167; Elredus, Abbas, 1110–1167; Ethelredus, de Rievalle, 1110–1167; Ethelredus, de Vievalle, 1110–1167; Ethelred, Saint, 1110–1167; Ethelred, de Rievaulx, 1110–1167; Ethelred, de Rievaux, 1110–1167; Ethelred, von Rievaulx, 1110–1167; Rieval, Elredo de, 1110–1167; Rievaulx, Aelred of, 1110–1167; Rievaux, Aelred de, 1110–1167","Ealredus, von Rievaulx, 1110–1167; Rieval, Aelred von, 1110–1167; Valleridente, Aelredo di, 1110–1167",,1110-01-01,1110,1110,1110,,,1167-01-12,1167,1167,1167,,,,,,,,,,,,,,,,,,
person_39387062,http://catalogue.bnf.fr/ark:/12148/cb11999201s,http://d-nb.info/gnd/118640763,http://www.isni.org/isni/000000011624565X,http://id.loc.gov/authorities/names/n50043606,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/1725,http://www.idref.fr/03092166X/id,https://viaf.org/viaf/39387062,http://www.wikidata.org/entity/Q313934,,,"Macrobius, Ambrosius Aurelius Theodosius",,"Ambrosius Theodosius, Macrobius, 385–430; Ambrosius, Macrobius Theodosius, 385–430; Aurelius Ambrosius Theodosius, Macrobius, 385–430; Aurelius Macrobius, Theodosius, 385–430; Aurelius Theodosius, Macrobius, 385–430; Aurelius, Macrobius, 385–430; Macrobe, 385–430; Macrobio, Ambrogio Teodosio, 385–430; Macrobio, Ambrosio Teodosio, 385–430; Macrobio, Teodosio, 385–430; Macrobio, 385–430; Macrobius Aurelius, 385–430; Macrobius Theodosius, Ambrosius, 385–430; Macrobius Theodosius, 385–430; Macrobius, Ambrosius Aurelius Theodosius, 385–430; Macrobius, Ambrosius Aurelius, 385–430; Macrobius, Ambrosius Marcus Theodosius, 385–430; Macrobius, Ambrosius Theodosius Aurelius, 385–430; Macrobius, Ambrosius, 385–430; Macrobius, Aurelius A., 385–430; Macrobius, Aurelius Ambrosius Theodosius, 385–430; Macrobius, Aurelius Ambrosius, 385–430; Macrobius, Aurelius T., 385–430; Macrobius, Aurelius Theodosius, 385–430; Macrobius, Aurelius, 385–430; Macrobius, Theodosius Ambrosius, 385–430; Macrobius, Theodosius, 385–430; Macrobius, 385–430; Macrobius, Grammaticus, 385–430; Theodosius, Macrobius, 385–430","Ambrosius Aurelius, Macrobius, 385–430; Theodosius Macrobius, Ambrosius, 385–430",,385,385,385,385,,,430,430,430,430,,,,,,,,,,,,,,,,,,
person_39387397,http://catalogue.bnf.fr/ark:/12148/cb120036584,http://d-nb.info/gnd/130049522,http://www.isni.org/isni/0000000108894043,http://id.loc.gov/authorities/names/n79066767,,,,http://www.idref.fr/028143558/id,https://viaf.org/viaf/39387397,http://www.wikidata.org/entity/Q3568640,,,"Fulke, William, 1538–1589",,"Fulco, Guilelmus, 1538–1589",,,1538-01-01,1538,1538,1538,,,1589-01-01,1589,1589,1589,,,,,,,,,,,,,,,,,,
person_39395593,http://catalogue.bnf.fr/ark:/12148/cb12045659s,http://d-nb.info/gnd/118670336,http://www.isni.org/isni/0000000081179508,http://id.loc.gov/authorities/names/n80131958,,,,,https://viaf.org/viaf/39395593,http://www.wikidata.org/entity/Q778508,,,"Coverdale, Miles, 1488–1568",,"Coverdale, Miles, 1488-1568 ; Couerdale, Myles 1488-1568 ; Couverdale, Myles 1488-1568 ; Coverdale, Myles 1488-1568 ; Coverdalus, Milo 1488-1568",,,1488,1488,1488,1488,,,1568,1568,1568,1568,,,,,,,,,,,,,,,,,,
person_39399735,http://catalogue.bnf.fr/ark:/12148/cb120674772,http://d-nb.info/gnd/100352839,http://www.isni.org/isni/000000012128846X,http://id.loc.gov/authorities/names/n82052354,,,,,https://viaf.org/viaf/39399735,http://www.wikidata.org/entity/Q3483509,,,"Haverkamp, Siwart, 1684-1742",,"Haverkamp, Siwart, 1684-1742 ; Hacercamp, Sigebert 1684-1742 ; Hauercampus, Sigbertus 1684-1742 ; Hauercampus, Sigebertus 1684-1742 ; Havercamp, Siegbert 1684-1742 ; Havercamp, Sigbert 1684-1742 ; Havercamp, Sigebertus 1684-1742 ; Havercamp, Sigebert 1684-1742 ; Havercampius, Sigbertus 1684-1742 ; Havercampius, Sigebertus 1684-1742 ; Havercampus, Siegebertus 1684-1742 ; Havercampus, Sigebertus 1684-1742 ; Havercampus, Sigisbertus 1684-1742 ; Haverkamp, Siegbert 1684-1742 ; Haverkamp, Siegebert 1684-1742 ; Haverkamp, Sigbert 1684-1742 ; Haverkamp, Sigebertus 1684-1742 ; Haverkamp, Sigebert 1684-1742 ; Haverkamp, Sivert 1684-1742 ; Haverkamp, Siwart 1684-1742 ; Haverkamp, Syert 1684-1742 ; Haverkamp, Syvert 1684-1742 ; Haverkampus, Sigebertus 1684-1742",,,1684-12-14,1684,1684,1684,,,1742-04-25,1742,1742,1742,,,,,,,,,,,,,,,,,,
person_39400425,http://catalogue.bnf.fr/ark:/12148/cb12071212p,http://d-nb.info/gnd/11866106X,http://www.isni.org/isni/0000000121288486,http://id.loc.gov/authorities/names/n79063895,,,,http://www.idref.fr/028991605/id,https://viaf.org/viaf/39400425,http://www.wikidata.org/entity/Q319557,,,"Boiardo, Matteo Maria, 1440 or 1441–1494",,"Bayard, Mathieu M., 1441–1494; Bayard, Matthieu M., 1441–1494; Bayard, Matthieu-Marie, 1441–1494; Boiardo, Matteo M., 1441–1494; Boiardo, Mattheo Maria, 1441–1494; Boiardo, Mattheomaria, 1441–1494; Boiardus, Matthaeus M., 1441–1494; Bojardo, ..., 1441–1494; Bojardo, Matteo M., 1441–1494; Bojardo, Matteo Maria, 1441–1494; Bojardo, Matteo Maria, conte di Scandiano, 1441–1494; Bojardo, Matteo, 1441–1494; Bojardo, Matthaeus M., 1441–1494; Bojardus, Matthaeus M., 1441–1494; Boyard, Mathieu M., 1441–1494; Boyardo, Matheo M., 1441–1494; Boyardo, Matteo M., 1441–1494; Boyardo, Matteo Maria, 1441–1494; Matthaeus Maria, Boiardus, 1441–1494","Matteo Maria, Boiardo, 1441–1494; Scandiano, Matteo Maria Boiardo di, 1441–1494",,1441,1441,1441,1441,,,1494-12-19,1494,1494,1494,,,,,,,,,,,,,,,,,,
person_39424179,http://catalogue.bnf.fr/ark:/12148/cb12198154m,http://d-nb.info/gnd/118846361,http://www.isni.org/isni/0000000108896444,,,,,http://www.idref.fr/068528825/id,https://viaf.org/viaf/39424179,http://www.wikidata.org/entity/Q6789670,,,"Afflitto, Matteo d', 1448–1528",,"Afflictis, Mattaeus de, 1448–1528; Afflictis, Matthaeus de, 1448–1528; Afflicto, Matthaeus de, 1448–1528; Afflitto, Matteo d', 1448–1528; Afflitto, Matteo, 1448–1528; Matthaeus, de Afflictis, 1448–1528","D'Afflitto, Matteo, 1448–1528; Matteo, d' Afflitto, 1448–1528",,1448-01-01,1448,1448,1448,,,1528-01-01,1528,1528,1528,,,,,,,,,,,,,,,,,,
person_39429158,http://catalogue.bnf.fr/ark:/12148/cb122270346,http://d-nb.info/gnd/100383203,http://www.isni.org/isni/0000000118802720,http://id.loc.gov/authorities/names/n85112085,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/2147,http://www.idref.fr/030958032/id,https://viaf.org/viaf/39429158,http://www.wikidata.org/entity/Q318365,,,"Pachymeres, George, 1242–approximately 1310",,"Georges, Pachymérès, 1242–1310; George, Pachymeres, 1242–1310; Georgios, Diakonos, 1242–1310; Georgios, Pachymeres, 1242–1310; Georgius, Diaconus, 1242–1310; Georgius, Pachymera, 1242–1310; Georgius, Pachymerius, 1242–1310; Geōrgios, Pachymerēs, 1242–1310; Geōrgios, ho Pachymerēs, 1242–1310; Pachimera, Georgius, 1242–1310; Pachumeres, George, 1242–1310; Pachymera, Georgius, 1242–1310; Pachymeres, George, 1242–1310; Pachymeres, Georgios, 1242–1310; Pachymeres, Georgius, 1242–1310; Pachymere, 1242–1310; Pachymerēs, Geōrgios, 1242–1310; Pachymerius, Georgius, 1242–1310; Pachymère, Georges, 1242–1310; Pachymérès, Georges, 1242–1310","Georges, Pachymère, 1242–1310",,1242-01-01,1242,1242,1242,,,1310-01-01,1310,1310,1310,,,,,,,,,,,,,,,,,,
person_39452591,http://catalogue.bnf.fr/ark:/12148/cb12348967g,http://d-nb.info/gnd/100464467,http://www.isni.org/isni/0000000081182854,http://id.loc.gov/authorities/names/n85143690,,,,http://www.idref.fr/032464762/id,https://viaf.org/viaf/39452591,http://www.wikidata.org/entity/Q6851508,,,"Carre, Thomas (alias Miles Pinkney), 1599–1674",,,,,1599,1599,1599,1599,,,1674-10-31,1674,1674,1674,,,,,,,,,,,,,,,,,,
person_39514277,http://catalogue.bnf.fr/ark:/12148/cb13163965s,http://d-nb.info/gnd/10076035X,http://www.isni.org/isni/0000000049027192,http://id.loc.gov/authorities/names/nr94031153,,,,http://www.idref.fr/13940919X/id,https://viaf.org/viaf/39514277,,,,"Manilio, Sebastiano, active 15th century",,,,,1400,1400,1400,1400,,,1550,1550,1550,1550,,,,,,,,,,,,,,,,,,
person_39555308,http://catalogue.bnf.fr/ark:/12148/cb13744614x,,http://www.isni.org/isni/0000000033394510,http://id.loc.gov/authorities/names/n97110016,,,,http://www.idref.fr/066905494/id,https://viaf.org/viaf/39555308,,,,"Palmario di Ancona, Francesco, active 15th century",,"Di Ancona, Francesco Palmario, active 15th century; Palmari, Francesco, active 15th century; Palmario di Ancona, Francesco, 15th cent.; Palmario, Francesco, active 15th century","Ancona, Francesco Palmario di, active 15th century; D'Ancona, Francesco, active 15th century",,1400,1400,1400,1400,,,1450,1450,1450,1450,,,,,,,,,,,,,,,,,,
person_39684711,http://catalogue.bnf.fr/ark:/12148/cb15517502p,http://d-nb.info/gnd/102380368,http://www.isni.org/isni/0000000105176353,http://id.loc.gov/authorities/names/no2007016748,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/268,http://www.idref.fr/11434924X/id,https://viaf.org/viaf/39684711,http://www.wikidata.org/entity/Q612245,,,Anubio,,"Annubion, Poeta Astrologus, ca. 1. Jh.; Annubio, Poeta Astrologus, ca. 1. Jh.; Anoubion, ca. 1. Jh.; Anubion, Poeta Astrologus, ca. 1. Jh.; Anubio, Poeta Astrologus, ca. 1. Jh.; Anvbio, ca. 1. Jh.",,,,,,,,,,,,,,,,,,,1,100,,,,,,,,,,
person_39685924,http://catalogue.bnf.fr/ark:/12148/cb15523035h,http://d-nb.info/gnd/102498075,http://www.isni.org/isni/0000000066620959,,,,,,https://viaf.org/viaf/39685924,http://www.wikidata.org/entity/Q55226508,,,"Caraccioli, Landulphus, –1351",,"Landulfus, Caracciolus, ca. Ende 13. Jh.–1351 ; Caracciolo, Landolfo, ca. Ende 13. Jh.–1351 ; Caracciolo, Landulfo, ca. Ende 13. Jh.–1351 ; Caracciolus, Landulfus, ca. Ende 13. Jh.–1351 ; Carraciolus, Landolphus, ca. Ende 13. Jh.–1351 ; Landenulphus, Caracciolus, ca. Ende 13. Jh.–1351 ; Landeophus, von Neapel, ca. Ende 13. Jh.–1351 ; Landolfo, Caracciolo, ca. Ende 13. Jh.–1351 ; Landolphus, Carraciolus, ca. Ende 13. Jh.–1351 ; Landulfo, Caracciolo, ca. Ende 13. Jh.–1351 ; Landulfus, Amalfitanus Archiepiscopus, ca. Ende 13. Jh.–1351 ; Landulfus, Caraccioli, ca. Ende 13. Jh.–1351 ; Landulfus, Caracciolo, ca. Ende 13. Jh.–1351 ; Landulfus, Caracioli de Neapel, ca. Ende 13. Jh.–1351 ; Landulfus, Neapolitanus, ca. Ende 13. Jh.–1351 ; Landulfus, de Napoli, ca. Ende 13. Jh.–1351 ; Landulf, von Neapel, Theologe, ca. Ende 13. Jh.–1351 ; Landulphe, Caracciolo, ca. Ende 13. Jh.–1351 ; Landulphus, Caracciolus, ca. Ende 13. Jh.–1351",,,,,,,,,1351,1351,1351,1351,,,,,,,,,,,,,,,,,,
person_39702109,http://catalogue.bnf.fr/ark:/12148/cb15613661p,http://d-nb.info/gnd/142570494,http://www.isni.org/isni/0000000100430033,http://id.loc.gov/authorities/names/n83013567,,,,http://www.idref.fr/092766366/id,https://viaf.org/viaf/39702109,http://www.wikidata.org/entity/Q2960534,,,"Bourgueville, Charles de, 1504–1593",,"Bourguevillanus Brasseus, Carolus, 1504–1593; Bourguevillanus-Brasseus, Carolus, 1504–1593; Bourgueville, Charles de, 1504–1593; Bras, Charles de Bourgueville de, 1504–1593; Brasseus, Carolus Bourguevillanus, 1504–1593; De Bras, Charles de Bourgueville, 1504–1593; DeBourgueville, Charles, 1504–1593; DeBras, Charles de Bourgueville, 1504–1593","De Bourgueville, Charles, 1504–1593",,1504-03-06,1504,1504,1504,,,1593-11-05,1593,1593,1593,,,,,,,,,,,,,,,,,,
person_39716807,http://catalogue.bnf.fr/ark:/12148/cb12569069p,https://d-nb.info/gnd/100049133,http://www.isni.org/isni/0000000399002112 http://www.isni.org/isni/0000000043634856,http://id.loc.gov/authorities/names/no2006020208,,,,,https://viaf.org/viaf/39716807 https://viaf.org/viaf/37034811,http://www.wikidata.org/entity/Q3340115,,,"Bonet, Nicolas, c. 1280–1343?",,"Bonetus, Nicholas, approximately 1280–1343?; Bonetus, Nicolaus, approximately 1280–1343?","Nicolaus Bonetus, Bishop of Malta, approximately 1280–1343?",,1280,1280,1280,1280,,,1360-01-01,1360,1360,1360,,,,,,,,,,,,,,,,,,
person_39728066,,http://d-nb.info/gnd/100656862 https://d-nb.info/gnd/1192281136,http://www.isni.org/isni/000000006152663X,http://id.loc.gov/authorities/names/no2002074900,,,,http://www.idref.fr/069266786/id,https://viaf.org/viaf/39728066,https://www.wikidata.org/wiki/Q41618530,,,"Trevisan, Bernardo, 1652–1720",,"Trivisano, Bernardo, 1652–1720; Trivisanus, Bernardinus, 1652–1720",,,1652,1652,1652,1652,,,1720,1720,1720,1720,,,,,,,,,,,,,,,,,,
person_39728772,,http://d-nb.info/gnd/100686478 https://d-nb.info/gnd/1056920637,http://www.isni.org/isni/0000000444600147,http://id.loc.gov/authorities/names/n85185830,,,,,https://viaf.org/viaf/39728772,http://www.wikidata.org/entity/Q3904343,,,"Pietro, da Unzola, –1312",,,,,1258,1258,1258,1258,,,1312-05-00,1312,1312,1312,,,,,,,,,,,,,,,,,,
person_39733632,,http://d-nb.info/gnd/100963013,,,,,,,https://viaf.org/viaf/39733632,http://www.wikidata.org/entity/Q18530841,,,"Thomas, de Docking, –1269",,"Gude, Thomas, –1269; Thomas, Dochingus, –1269; Thomas, Dockingam, –1269; Thomas, Dockingus, –1269; Thomas, Good von Docking, –1269; Thomas, de Bockering, –1269","Docking, Thomas de, –1269; Good, Thomas, –1269",,,,,,,,1270,1270,1270,1270,,,,,,,,,,,,,,,,,,
person_39733678,,http://d-nb.info/gnd/100966810,http://www.isni.org/isni/0000000079738841,http://id.loc.gov/authorities/names/n2020012111,,,,http://www.idref.fr/073775665/id,https://viaf.org/viaf/39733678,http://www.wikidata.org/entity/Q7787517,,,"Thomas of Beckington, ca. 1390 - 1465",,"Thomas, de Beckington, ca. 1390 - 1465; Beckington, Thomas, ca. 1390 - 1465; Bekynton, Thomas, ca. 1390 - 1465; Thomas, Bathoniensis et Wellensis, ca. 1390 - 1465; Thomas, Bathoniensis, ca. 1390 - 1465; Thomas, Bechington, ca. 1390 - 1465; Thomas, Bekynton, ca. 1390 - 1465; Thomas, Bokympton, ca. 1390 - 1465; Thomas, Wellensis, ca. 1390 - 1465; Thomas, de Bath et Wells, ca. 1390 - 1465; Thomas, de Bekyntona, ca. 1390 - 1465; Thomas, de Bekynton, ca. 1390 - 1465; Thomas, of Bath and Wells, ca. 1390 - 1465; Thomas, of Bekynton, ca. 1390 - 1465; Thomas, of Buckingham, ca. 1390 - 1465","Beckington, Thomas de, ca. 1390 - 1465; thomas, Becchendunus, ca. 1390 - 1465",,1390-01-01,1390,1390,1390,,,1465-01-14,1465,1465,1465,,,,,,,,,,,,,,,,,,
person_39734471,,http://d-nb.info/gnd/101008171,,,,,,,https://viaf.org/viaf/39734471,,,,"Robertus, de Graystanes, ca. 1336",,"Graystanes, Robertus de, ca. 1336; Graysthanes, Robertus de, ca. 1336; Greystones, Robert, ca. 1336; Robertus, de Graysthanes, ca. 1336; Robert, Graystanes, ca. 1336; Robert, de Graystanes, ca. 1336; Robert, de Grayston, ca. 1336","Graystanes, Robert de, ca. 1336",,,,,,,,,,,,,,,1336,1336,1336,1336,1336,,,,,,,,,,
person_39764993,,http://d-nb.info/gnd/102324700,http://www.isni.org/isni/0000000077333971,http://id.loc.gov/authorities/names/nr93003097,,,,http://www.idref.fr/074035673/id,https://viaf.org/viaf/39764993,http://www.wikidata.org/entity/Q18526628,,,"Burgh, Benedict",,"Benedict, Burgh, ca. ca 1413 - 1483; Burgh, Benet, ca. ca 1413 - 1483; Burgh, Benoît, ca. ca 1413 - 1483",,,,,,,,,1483,1483,1483,1483,,,,,,,,,,,,,,,,,,
person_39766146,,http://d-nb.info/gnd/102369143,,,,,,,https://viaf.org/viaf/39766146,,,,"Cummianus, Longus, ca. 590 - 662",,"Cuimíne, Fota mac Fiachnai, ca. 590 - 662; Cuimíne, Fota, ca. 590 - 662; Cumian, der Lange, ca. 590 - 662; Cummeanus, Longus, ca. 590 - 662; Cummean, von Confert, ca. 590 - 662; Cummianus, Clonfortensis, ca. 590 - 662; Cummianus, Episcopus, ca. 590 - 662; Cummianus, Fota, ca. 590 - 662; Cummian, der Lange, ca. 590 - 662; Cummineus, Longus, ca. 590 - 662; Cummine, Fóta, ca. 590 - 662","Longus, Cummianus, ca. 590 - 662",,,,,,,,662,662,662,662,,,,,,,,,,,,,,,,,,
person_39767057,,http://d-nb.info/gnd/102404143,,http://id.loc.gov/authorities/names/no2020135627,,,,,https://viaf.org/viaf/39767057,,,,"Porcarius, Abbot of Lérins, –490",,"Porcarius, Abbot of Lérins, -490 ; Porcarius Abbas -490 ; Porcarius Abt -490 ; Porcarius Lirinensis -490 ; Porcarius von Lerins -490",,,,,,,,,490,490,490,490,,,,,,,,,,,,,,,,,,
person_39767515,,http://d-nb.info/gnd/102425418,http://www.isni.org/isni/0000000055265525,,,,,,https://viaf.org/viaf/39767515,http://www.wikidata.org/entity/Q4754973,,,"Biglia, Andreas, ca. 1395–1435",,"Andreas, Bilius, ca. 1395–1435; Andreas, Mediolanensis, ca. 1395–1435; Andreas, de Biglia, ca. 1395–1435; Andreas, de Biliis, ca. 1395–1435; Andreas, de Billiis, ca. 1395–1435; Andrea, Belli, ca. ca. 1395–1435; Andrea, Biglia, ca. 1395–1435; Andrea, Bilia, ca. ca. 1395–1435; Andrea, Billia, ca. 1395–1435; Andrea, Milanese, ca. 1395–1435; Andrea, da Milano, ca. 1395–1435; Biglia, Andrea, ca. ca. 1395–1435; Biglia, André, ca. ca. 1395–1435; Biglio, André, ca. ca. 1395–1435; Bilius, Andreas, ca. 1395–1435; Billia, Andrea, ca. ca. 1395–1435; Billiis, Andreas de, ca. 1395–1435; Billius, Andreas, ca. 1395–1435","Andreas, Biglia, ca. 1395–1435",,1395,1395,1395,1395,,,1435,1435,1435,1435,,,,,,,,,,,,,,,,,,
person_39768873,,http://d-nb.info/gnd/102487421,http://www.isni.org/isni/0000000078533756,http://id.loc.gov/authorities/names/n78069038,,,,,https://viaf.org/viaf/39768873,,,,"William of Nottingham, –1336",,"Guilelmus, Nottinghamus, 1280–1336; Guilelmus, Snotingamus, 1280–1336; Guilelmus, de Notingham, 1280–1336; Guilelmus, de Nottingham, Discipulus Hugonis de Hertepol, 1280–1336; Guilelmus, de Nottingham, OFM, 1280–1336; Guillaume, de Nottingham, 1280–1336; Wilhelm, von Nottingham, 1280–1336; William, of Nothingham, 1280–1336; William, of Nottingham, 1280–1336","Guglielmo, di Nottingham, 1280–1336; Nottingham, Guilelmus de, 1280–1336",,1280,1280,1280,1280,,,1336,1336,1336,1336,,,,,,,,,,,,,,,,,,
person_39769435,,http://d-nb.info/gnd/10250928X,,,,,,,https://viaf.org/viaf/39769435,http://www.wikidata.org/entity/Q15437447,,,"Johannes, Citri Episcopus, ca. 13.Jh.",,"Jean, de Citri, ca. 13.Jh. ; Jean, de Kitros, ca. 13.Jh. ; Johannes, Citri, ca. 13.Jh. ; Johannes, von Kitros, ca. 13.Jh. ; Johannes, von Kytros, ca. 13.Jh.",,,,,,,,,,,,,,,,,,,1200,1300,,,,,,,,,,
person_39769636,,https://d-nb.info/gnd/102518866,,,,,,,https://viaf.org/viaf/39769636,,,,Paschasius Dumiensis –583,,,,,,,,,,,,583,583,583,,,,,,,,,,,,,,,,,,
person_39770247,,http://d-nb.info/gnd/10255062X,,,,,,,https://viaf.org/viaf/39770247,,,,"Johannes, Vasco, ca. 1390",,"Jean, Vasco, ca. um 1390; Vasco, Johannes, ca. 1390","Vasco, Jean, ca. 1390",,,,,,,,,,,,,,,1390,1390,1390,1390,1390,,,,,,,,,,
person_39777347,,http://d-nb.info/gnd/102838984,,,,,,,https://viaf.org/viaf/39777347,http://www.wikidata.org/entity/Q517189,,,"Otto, da Tonengo, –1250",,"Oddone, Candidus, –1250; Oddone, di Tonengo, –1250; Otho, –1250; Otho, Cardinal, –1250; Otho, Kardinal, –1250; Otto, Candidus, –1250; Otto, Kardinal, –1250; Tonengo, Otto da, –1250","Tonengo, Oddone di, –1250",,1190,1190,1190,1190,,,1251,1251,1251,1251,,,,,,,,,,,,,,,,,,
person_39783222,,http://d-nb.info/gnd/103103074,http://www.isni.org/isni/0000000389949847,,,,,,https://viaf.org/viaf/39783222 https://viaf.org/viaf/283515829,,,,"Syllanus, de Nigris, –1476",,"Negris, Silanus de, –1476; Nigris, Silanus de, –1476; Nigris, Sillanus de, –1476; Nigris, Silvanus de, –1476; Nigris, Syllanus de, –1476; Silanus, de Nigris, –1476; Sillano, Negri, –1476; Sillanus, –1476; Sillanus, de Nigris de Papia, –1476; Sillanus, de Nigris, –1476; Sylanus, Papiensis, –1476; Sylanus, de Nigris, –1476; Sylanus, de Papia, –1476; Syllanus, –1476","Negri, Sillano, –1476",,,,,,,,1476,1476,1476,1476,,,,,,,,,,,,,,,,,,
person_39784406,,http://d-nb.info/gnd/103156933,,,,,,,https://viaf.org/viaf/39784406,,,,"Rogerus, Herefordensis, ca. 1170",,"Rogerius, Henofortensis, ca. 1170; Rogerius, Herefordensis, ca. 1170; Rogerius, Herefordus, ca. 1170; Rogerius, Hereford, ca. 1170; Rogerius, Herfordensis, ca. 1170; Rogerius, Herfort Astrologus, ca. 1170; Rogerius, Infans, ca. 1170; Rogerius, Junius, ca. 1170; Rogerius, Yonge, ca. 1170; Rogerius, Yong, ca. 1170; Rogerius, de Herefordia, ca. 1170; Rogerius, de Hereford, ca. 1170; Rogerius, de Herfordia, ca. 1170; Rogerus, Herefordiensis, ca. 1170; Rogerus, Herefordus, ca. 1170; Roger, Child, ca. um 1170; Roger, Yonge, ca. um 1170; Roger, de Hereford, ca. 1170; Roger, of Hereford, ca. 1170; Roger, von Hereford, ca. 1170",,,,,,,,,,,,,,,,1170,1170,1170,1170,1170,,,,,,,,,,
person_39809729,,http://d-nb.info/gnd/104242655,,,,,,,https://viaf.org/viaf/39809729,,,,"Ubertus, Lombardus, 13th cent.",,,"Hubertus, Lombardus, ca. 13. Jh.; Lombardus, Ubertus, ca. 13. Jh.",,,,,,,,,,,,,,,,,,1200,1300,,,,,,,,,,
person_40170189,,http://d-nb.info/gnd/118548794,,,,,,,https://viaf.org/viaf/40170189,,,,"Heliodorus, Grammaticus",,"Heliodoros, Grammatiker, ca. 6. bzw. 9. Jh.; Heliodorus, Grammarian, ca. 6. bzw. 9. Jh.","Grammaticus Heliodorus, ca. 6. bzw. 9. Jh.",,,,,,,,,,,,,,,,,,500,1000,,,,,,,,,,
